,tdx12_SantaCatarina,tdx12_slope_SantaCatarina
196,42.03852,0.5407194
197,38.00462,3.525454
198,634.6879,30.03014
199,3.420628,0.6756015
200,859.9933,33.48925
201,205.612,23.67891
202,977.0071,36.06446
203,7.443151,1.800351
204,178.6369,18.70597
205,434.4566,28.14966
206,6.166033,1.766969
207,808.5555,6.401704
208,873.1796,42.68777
209,1.915349,0.3293864
210,4.049493,1.310501
211,0.3342722,1.652551
212,1045.348,24.70122
213,291.9474,35.67347
214,240.5874,25.91702
215,25.68951,13.05395
216,226.5995,8.170628
217,30.28484,6.533149
218,579.0026,23.8399
219,5.321235,3.235381
220,23.24981,0.5045197
221,43.13783,32.67747
222,322.7621,15.95325
223,7.418424,3.042252
224,491.4297,7.366297
225,13.19586,10.13769
226,324.6773,28.91201
227,258.3371,25.30932
228,503.6716,25.06546
229,27.61237,10.97662
230,5.453036,0.4356841
231,28.17797,12.41789
232,176.776,30.5323
233,686.4375,19.5523
234,404.1824,26.15125
235,128.6338,20.18943
236,69.13818,15.24958
237,36.8518,13.71758
238,858.2139,17.23297
239,5.797287,3.801806
240,491.3488,38.33104
241,129.1135,23.2204
242,47.11576,12.24613
243,130.009,31.15821
244,324.8092,26.91002
245,20.89537,19.66468
246,67.12358,19.21218
247,9.010272,3.356918
248,4.68695,0.8522617
249,208.4305,8.791862
250,105.9485,26.51773
251,217.1721,21.34975
252,386.9473,18.9604
253,489.5858,27.40396
254,575.9116,33.92411
255,105.6166,11.5071
256,331.4649,27.95111
257,21.57923,31.69143
258,93.0359,23.12246
259,6.010916,3.418044
260,519.1587,17.41396
261,180.2497,35.81611
262,679.3683,35.51006
263,198.3983,5.632827
264,502.1193,19.27277
265,696.1027,19.44738
266,480.9959,24.72629
267,20.10308,7.520144
268,730.2108,11.82301
269,5.306605,2.054205
270,6.144466,1.037899
271,6.180812,1.016159
272,43.34224,3.627008
273,313.1605,15.30028
274,136.0849,12.51382
275,643.6122,28.98824
276,20.08224,16.13071
277,236.797,17.17422
278,402.0125,14.04326
279,751.6317,30.08389
280,19.17267,30.01594
281,7.073981,0.6845707
282,4.945884,0.4650367
283,98.19947,27.83211
284,491.503,21.01832
285,16.57376,2.785579
286,254.3849,28.87861
287,151.2313,24.69871
288,153.8467,12.61609
289,253.4541,27.77334
290,3.471391,0.4381761
291,26.49294,25.41912
292,203.8848,15.54427
293,769.9269,26.20564
294,827.8586,30.61218
295,412.9693,26.45996
296,240.4875,30.1434
297,702.9742,15.13581
298,619.8024,35.43444
299,5.371697,0.8172414
300,5.240284,3.617277
301,NaN,NaN
302,3.885098,6.941076
303,37.30589,13.05388
304,633.1556,28.53413
305,402.7198,16.12604
306,5.528966,2.141942
307,71.76575,32.28396
308,449.2216,33.45826
309,577.8611,41.06744
310,515.7029,4.620931
311,5.278819,5.269714
312,216.094,12.99465
313,43.83632,18.3933
314,326.7113,15.37803
315,271.2057,19.86898
316,5.565432,10.8876
317,231.2046,26.61948
318,300.8035,1.432588
319,462.27,15.19481
320,877.5973,28.96153
321,262.1976,23.55983
322,130.1103,22.23475
323,253.7211,18.35204
324,403.8174,27.49464
325,321.8492,13.67721
326,984.3005,13.98575
327,720.2602,29.47951
328,4.072306,0.3232156
329,72.45412,14.38964
330,134.2942,26.56617
331,364.8736,23.04671
332,151.3965,28.02862
333,515.0906,20.01575
334,160.7933,35.20124
335,201.9249,20.91265
336,45.85508,4.523517
337,5.098812,6.246751
338,170.6139,26.643
339,859.3927,36.12486
340,385.6125,25.51208
341,145.9536,33.33652
342,388.7271,17.84012
343,34.04547,25.47343
344,55.05695,10.17484
345,283.802,21.08107
346,733.8481,17.24969
347,445.142,7.96702
348,4.022105,2.80535
349,9.492924,4.609104
350,48.23884,17.2703
351,589.1491,3.72985
352,185.3501,23.44146
353,434.5618,25.39401
354,741.4867,19.81711
355,593.936,14.89019
356,48.26949,20.85855
357,328.135,22.37342
358,251.6691,25.49224
359,98.52795,9.512153
360,86.861,17.77601
361,392.4092,29.85187
362,131.2531,18.10134
363,7.105751,16.80304
364,204.7005,20.62316
365,296.2542,9.219226
366,157.1064,15.71101
367,166.2025,17.01631
368,115.7726,10.52933
369,333.9006,31.56421
370,890.2789,22.21142
371,21.83624,3.49003
372,329.5879,14.38995
373,20.39772,4.289164
374,67.63355,9.913887
375,911.1953,36.24236
376,243.7045,30.28733
377,197.5142,20.77355
378,395.2603,19.6033
379,8.596997,1.373611
380,16.14314,3.428536
381,343.4812,21.17919
382,801.1222,19.53371
383,42.71013,7.664928
384,58.1384,16.88043
385,203.6949,18.65565
386,46.53535,19.92651
387,18.9823,8.752077
388,63.31298,20.47516
389,34.40901,22.9181
390,369.2323,21.01254
391,30.04028,5.975985
392,271.3971,29.06574
393,294.0827,24.61938
394,13.27111,NaN
395,61.32741,28.69732
396,9.388267,0.05436466
397,2.463546,6.866988
398,496.6841,27.89266
399,130.4577,4.606605
400,361.3915,21.41458
401,169.8769,6.639837
402,58.89278,31.3926
403,1030.623,9.906296
404,26.61033,5.103381
405,15.06907,1.512125
406,3.573381,0.8295827
407,99.54248,9.817533
408,521.1597,17.93607
409,128.4251,27.21149
410,474.05,22.09203
411,38.07472,1.087576
412,23.13743,1.407237
413,0.03737509,NaN
414,282.708,6.701558
415,435.7173,11.61659
416,1074.327,17.09868
417,7.707207,0.8171788
418,4.827231,1.559222
419,8.49423,8.239439
420,924.8875,17.92496
421,1.820106,0.3970771
422,38.95174,21.30792
423,43.51269,31.44014
424,228.546,13.9541
425,810.0847,15.24649
426,296.2065,29.48039
427,466.3212,22.18901
428,42.53067,1.762196
429,91.23024,37.2431
430,700.7753,16.56142
431,239.4634,13.36259
432,289.6009,16.10729
433,12.79161,3.42687
434,104.7263,20.37717
435,184.0799,24.76375
436,292.8545,18.61571
437,707.8456,24.99609
438,879.6848,14.67725
439,147.7823,29.34636
440,495.5616,30.09182
441,61.41447,18.50135
442,23.68305,11.20316
443,470.6906,25.04323
444,316.5131,14.73667
445,175.2142,22.08153
446,849.8351,12.24224
447,75.10582,13.13893
448,330.6338,30.83009
449,245.1813,16.71733
450,254.9477,33.42391
451,6.163828,2.046349
452,247.9567,12.4346
453,1.150989,1.000733
454,423.4026,10.72501
455,113.5339,23.74604
456,62.41879,27.45138
457,123.268,10.85036
458,252.8319,13.18043
459,383.2773,19.2532
460,115.538,19.01685
461,25.16728,12.58733
462,497.9942,13.24976
463,39.241,11.28467
464,599.7309,17.94162
465,586.1436,18.45711
466,375.4007,35.18444
467,762.3903,17.32049
468,571.9133,36.88538
469,239.4577,27.50262
470,291.6677,13.43297
471,745.3648,27.38502
472,369.3615,39.9114
473,1043.134,24.36823
474,5.449104,9.260061
475,178.4108,22.03715
476,0.6516098,0.9015521
477,5.444616,10.87958
478,201.1405,15.10779
479,61.90051,16.60406
480,483.2934,17.02987
481,181.6991,5.980464
482,427.3534,12.63462
483,388.6534,34.72464
484,3.607725,1.045927
485,39.58812,6.827281
486,353.0784,20.75835
487,295.071,16.757
488,199.6612,14.55306
489,6.371079,1.651689
490,226.2762,14.31946
491,13.48666,2.588851
492,832.5995,22.37212
493,14.88486,5.965393
494,841.8223,14.99536
495,261.264,2.942013
496,716.9185,1.60914
497,134.1723,27.34054
498,393.0345,15.18972
499,298.9848,23.81268
500,22.24153,12.03685
501,387.0527,12.64452
502,132.5223,26.85808
503,284.8511,17.92476
504,134.4159,23.44756
505,232.7182,20.51282
506,325.7464,19.98862
507,94.32012,24.33512
508,425.5616,22.12881
509,427.8893,30.73839
510,156.0584,17.75266
511,130.6187,44.80832
512,16.22647,0.8257434
513,204.5349,25.2634
514,140.357,21.27324
515,145.8862,26.51164
516,535.7713,16.6696
517,3.754565,1.427193
518,95.73596,17.27742
519,415.9767,16.18742
520,589.9026,24.23147
521,409.8014,29.38315
522,773.9468,27.81246
523,3.740166,1.348441
524,98.05649,25.80199
525,138.7952,7.068805
526,340.3462,29.62845
527,20.66775,5.746789
528,9.425236,11.31921
529,77.20734,34.94698
530,629.5496,19.29217
531,63.59072,18.0244
532,88.87693,24.91179
533,15.43531,8.468934
534,238.8264,35.14605
535,88.53449,27.26163
536,10.07957,1.143989
537,24.56585,10.81794
538,29.85195,18.08537
539,486.268,18.664
540,341.1792,16.52711
541,271.9861,17.04007
542,20.25536,10.52514
543,304.0121,15.58199
544,155.8487,23.97262
545,687.9648,18.49275
546,98.59765,24.18675
547,743.1468,20.20482
548,96.8521,17.98837
549,17.72268,7.96539
550,247.6744,27.31036
551,317.5266,31.61435
552,511.173,28.72636
553,16.42098,8.620264
554,108.0325,11.82853
555,80.13055,20.69538
556,904.4792,37.84078
557,3.032862,2.69807
558,627.2731,47.00269
559,22.62949,1.947689
560,272.7567,31.94134
561,2.95005,2.58231
562,20.36128,8.738677
563,29.2787,4.805443
564,495.1583,34.89034
565,11.28664,0.7834752
566,640.6509,23.88658
567,1014.042,9.525695
568,275.7997,25.92253
569,701.6719,31.02886
570,1.97759,1.901035
571,91.57862,21.32546
572,15.05655,1.572563
573,692.3175,11.56497
574,335.2181,4.597299
575,45.56913,29.27861
576,37.64561,8.12347
577,56.06689,9.048896
578,28.66759,2.764936
579,192.5959,8.541382
580,328.9748,23.91803
581,69.7114,8.787064
582,324.4506,32.40757
583,504.8782,21.9471
584,11.70236,0.3602459
585,14.89517,6.146511
586,489.7625,18.45465
587,658.445,18.81114
588,203.068,27.36905
589,145.7415,6.080854
590,2.22206,1.818805
591,375.892,28.6764
592,215.327,24.04375
593,135.0257,21.35434
594,1.375993,0.7772509
595,194.556,14.53583
596,497.598,17.35903
597,55.86068,7.865445
598,139.6574,21.01622
599,600.3513,31.08351
600,431.6461,2.79431
601,5.052985,2.269518
602,491.9114,13.93023
603,756.814,27.26241
604,831.786,28.26209
605,504.6989,13.52681
606,589.9992,18.83386
607,1.825192,1.808147
608,269.0267,29.29641
609,172.0419,27.3621
610,172.3005,12.25464
611,690.9714,18.59932
612,240.2379,23.3201
613,429.4476,12.24182
614,16.79147,10.58343
615,3.4043,3.513056
616,79.53861,30.65434
617,645.4575,9.56878
618,6.953487,1.3619
619,6.306053,3.727697
620,225.2138,23.56017
621,770.8171,19.52536
622,135.0553,16.0409
623,1.230611,0.3913293
624,233.7569,39.14236
625,278.8213,15.06561
626,155.9546,18.76639
627,97.12524,35.38075
628,607.6162,25.82392
629,762.2628,6.153222
630,350.3692,16.63997
631,1.839669,0.9985678
632,10.98918,4.598516
633,831.5137,19.63433
634,201.3684,24.46376
635,8.499982,1.113644
636,106.8912,26.63753
637,7.077449,1.759238
638,142.4156,24.75712
639,142.6531,16.64239
640,331.442,22.64453
641,194.9821,29.20501
642,420.6959,13.48024
643,8.618922,3.997867
644,159.375,15.32295
645,467.9838,14.82295
646,348.8574,15.71683
647,17.77396,8.399759
648,25.01775,17.70404
649,319.5195,25.07857
650,404.8489,23.02733
651,7.915794,2.774808
652,430.6646,0.844063
653,2.578558,1.058944
654,353.343,24.16885
655,290.9554,26.36218
656,408.4043,23.83565
657,95.38126,19.48752
658,207.0347,25.82259
659,6.628068,14.02188
660,150.0596,19.24175
661,445.3885,27.69307
662,3.951752,4.015466
663,448.0179,12.98871
664,5.278369,4.239255
665,530.9272,16.27478
666,60.47928,31.25294
667,2.082993,0.8773901
668,11.75299,0.783297
669,451.6617,34.64587
670,118.0631,3.836985
671,746.1216,4.499992
672,336.9188,26.83634
673,76.48556,9.439404
674,278.1797,22.8764
675,6.190611,2.324722
676,243.146,23.0042
677,4.039496,1.180778
678,732.2114,7.6434
679,91.45279,16.31377
680,308.028,37.06281
681,4.203434,1.070285
682,169.3262,11.3543
683,601.7545,17.95043
684,255.4723,14.95518
685,296.7889,23.48834
686,634.0692,38.18086
687,2.137742,1.067514
688,7.983539,0.5352566
689,10.10684,11.22635
690,564.9207,21.3182
691,48.17654,24.97762
692,30.09563,7.787474
693,318.0822,26.15744
694,175.5157,18.67998
695,774.9564,19.92586
696,2.320439,0.7832894
697,530.0138,12.96764
698,NaN,NaN
699,3.312133,0.3850273
700,764.1531,26.10207
701,637.2869,10.79777
702,55.13333,10.13769
703,178.7779,20.55961
704,176.0152,7.41028
705,251.0617,39.35236
706,77.63792,4.763593
707,329.7226,12.00462
708,1.985334,0.5287615
709,782.6991,9.387259
710,183.4908,26.12675
711,21.92116,16.12248
712,192.1267,22.8382
713,355.3316,18.01441
714,299.2698,35.1195
715,74.6015,22.58071
716,626.2747,0.3806288
717,543.4003,32.26524
718,2.560079,3.204535
719,213.0128,15.19752
720,27.58055,9.451005
721,18.64987,5.804642
722,512.6452,6.548426
723,17.4187,5.256523
724,2.107546,0.6277027
725,126.4237,9.112321
726,16.7342,5.726655
727,429.5489,13.68926
728,21.78196,5.216489
729,89.74033,10.21965
730,380.5639,13.75828
731,599.2671,35.88998
732,12.76135,4.368488
733,511.8252,19.83863
734,19.66777,14.59506
735,4.150577,0.4747782
736,46.30418,1.778915
737,602.8795,21.76474
738,124.1945,18.27685
739,914.1946,1.905087
740,834.8646,25.92574
741,680.1548,24.38015
742,4.792595,2.288391
743,806.3809,23.59643
744,697.9187,12.40573
745,629.5574,28.56937
746,50.37986,14.52862
747,54.6167,2.867796
748,793.0948,16.16377
749,186.037,22.15818
750,125.1151,39.39187
751,389.5497,25.2028
752,333.8943,25.48784
753,11.96313,1.189405
754,65.97514,24.56082
755,3.598776,4.961534
756,434.0559,37.64407
757,72.1538,5.266875
758,19.20296,3.922235
759,802.3455,26.69668
760,394.6269,30.39337
761,6.359763,1.497059
762,2.260526,6.741631
763,2.912019,1.901155
764,1.707749,1.478767
765,17.78406,4.282936
766,317.3443,8.824872
767,451.8025,17.28775
768,388.9346,15.78736
769,1105.765,4.627866
770,715.6412,27.16714
771,805.6977,41.79164
772,292.3392,28.15877
773,58.01548,10.94487
774,1.478107,0.4505447
775,24.64193,1.617337
776,203.5718,14.96209
777,604.9937,21.43395
778,439.0538,23.09088
779,11.98198,1.816291
780,583.2273,20.85798
781,20.52959,11.3126
782,940.4445,22.72141
783,54.36478,21.8932
784,389.8752,27.53222
785,20.85359,1.280841
786,39.76442,9.680425
787,149.2772,27.71645
788,9.812898,1.185896
789,549.9476,14.11767
790,165.4494,21.13278
791,687.4573,0.5866659
792,11.77519,2.070583
793,565.8798,24.08909
794,3.507357,1.342282
795,10.56624,1.768864
796,3.300419,2.042742
797,56.55719,27.08786
798,162.3398,25.19708
799,763.3871,26.61103
800,170.6238,19.56103
801,468.7213,27.61243
802,621.4227,31.41259
803,254.447,20.24758
804,267.9808,18.90108
805,870.4916,17.49329
806,59.01557,24.88607
807,36.48246,17.27267
808,202.3225,34.95307
809,34.54862,6.309511
810,176.876,40.81744
811,121.1961,31.95416
812,99.78786,29.15549
813,279.8277,7.96918
814,418.9207,13.77449
815,684.7275,27.68022
816,781.3325,15.46259
817,206.9161,15.26784
818,375.0431,27.98994
819,4.11727,0.8079315
820,11.14572,2.00822
821,3.240337,1.867448
822,179.7207,24.21985
823,451.6146,29.99538
824,161.5095,32.14022
825,314.0513,33.54187
826,190.6102,21.69597
827,21.03863,4.459443
828,22.88828,3.242673
829,89.76159,24.02423
830,148.751,0.9580979
831,4.377051,0.7493095
832,39.06028,10.18274
833,8.666669,8.011329
834,422.6116,15.97541
835,524.2883,13.89591
836,96.54509,14.10438
837,126.1299,15.82148
838,28.27847,8.731896
839,448.233,19.01899
840,116.891,10.34368
841,61.14946,25.828
842,23.31168,2.885176
843,769.0009,29.22602
844,271.3628,17.43782
845,94.13173,11.84379
846,2.206568,1.573589
847,7.784436,2.687023
848,34.93095,1.527803
849,3.352188,1.369408
850,146.2184,23.78512
851,1.444234,1.295494
852,20.35885,1.031638
853,193.1729,11.68206
854,755.3502,24.137
855,29.04565,20.71473
856,291.4032,18.7675
857,188.9822,11.48377
858,476.4922,17.55284
859,306.8017,17.6865
860,4.774394,0.7261222
861,5.504559,2.426008
862,112.1198,5.281211
863,1.868426,0.8764349
864,10.85772,7.32032
865,113.0581,24.7892
866,424.9538,11.39616
867,103.247,23.0991
868,429.2975,30.42554
869,24.21062,3.342076
870,60.56651,15.73899
871,70.71159,17.28546
872,683.2431,27.5173
873,2.228513,0.374522
874,1.92402,0.4983955
875,36.57498,9.984592
876,371.7023,31.52214
877,9.578629,0.6491851
878,1204.566,23.97413
879,53.3283,24.7762
880,786.9119,21.22285
881,946.1163,8.308915
882,451.2931,9.03003
883,29.93391,14.39298
884,99.20101,25.03186
885,135.9333,20.81303
886,407.8813,19.57618
887,525.933,10.95337
888,100.5164,22.30334
889,391.843,40.88233
890,783.2167,27.37475
891,509.6431,10.662
892,146.7146,16.48343
893,21.60293,14.79888
894,234.9925,21.02326
895,506.2855,21.9548
896,103.3594,21.61439
897,208.3077,21.46237
898,74.68303,19.04101
899,522.4377,24.48466
900,2.190665,1.47787
901,281.7598,24.2611
902,911.9835,22.41977
903,796.1187,18.41403
904,159.7396,35.89846
905,218.3806,24.86838
906,152.2842,23.539
907,53.79935,7.833296
908,624.4976,32.2697
909,100.1429,27.45077
910,1162.249,13.52304
911,572.5443,34.44133
912,194.5577,7.273269
913,386.9589,19.91254
914,275.7678,9.962299
915,10.80159,16.90849
916,529.2706,32.37887
917,4.362537,1.948534
918,1.467286,0.8744797
919,5.633193,1.738495
920,896.2982,38.12637
921,140.4429,13.70995
922,740.9083,18.17754
923,86.51925,22.05871
924,5.638031,1.058462
925,30.08821,15.55215
926,393.5314,27.13593
927,6.060986,2.002154
928,9.370149,5.25199
929,4.260846,3.891036
930,629.0168,26.46599
931,11.24221,4.084601
932,431.3103,16.11246
933,80.7226,36.51621
934,270.7502,16.37573
935,581.2242,24.59341
936,499.8133,24.23354
937,102.95,31.91988
938,621.4857,31.82434
939,144.1242,14.26841
940,106.6385,22.73444
941,1.040174,1.301284
942,48.86042,15.25888
943,587.1401,25.93335
944,150.6556,22.39671
945,1.648262,1.068049
946,143.4819,27.04404
947,657.2522,30.19686
948,923.0996,23.75923
949,7.751532,3.526471
950,8.186111,15.80373
951,7.162648,3.363978
952,36.39093,7.540977
953,18.7097,4.370815
954,38.23432,3.264919
955,846.0503,5.486293
956,454.6989,11.04753
957,145.8087,17.38383
958,739.8414,20.05066
959,677.6171,23.51353
960,29.18381,17.2628
961,662.1894,18.08674
962,58.57018,12.57808
963,208.9979,19.94015
964,880.6661,2.735953
965,64.03033,13.98196
966,132.776,20.06023
967,207.6254,27.00532
968,51.90643,21.73676
969,594.3999,29.21528
970,1.374471,1.302736
971,154.4064,25.21894
972,210.4744,16.77623
973,2.148823,2.028849
974,21.65742,13.42267
975,148.2227,20.44622
976,603.9553,18.79272
977,389.0526,19.53923
978,917.8795,6.106973
979,489.9766,15.4663
980,539.779,34.47777
981,6.652079,0.9107662
982,515.4882,19.88975
983,3.293192,1.442007
984,661.2255,19.07867
985,5.634409,3.460537
986,244.4054,21.7358
987,134.8274,10.24887
988,293.1023,38.7601
989,32.68222,8.594445
990,202.5829,32.23757
991,155.5227,17.05376
992,80.05603,29.5428
993,574.4244,4.432136
994,626.308,17.46152
995,55.78502,17.44484
996,3.581457,0.9658813
997,157.2147,17.17499
998,2.819542,0.4384413
999,544.6881,28.22803
1000,163.6217,15.24821
1001,306.2642,10.75126
1002,562.8541,13.49836
1003,637.8191,33.50895
1004,17.81708,4.286827
1005,299.4221,15.56872
1006,1.880167,1.376231
1007,125.3236,16.27528
1008,85.73932,20.29454
1009,6.130304,1.218223
1010,137.7788,34.41294
1011,482.5298,11.60654
1012,5.519535,1.504933
1013,305.9746,9.975511
1014,9.473758,8.269033
1015,582.9233,19.1152
1016,14.11108,1.808488
1017,1044.7,1.193203
1018,9.206266,3.506188
1019,42.53269,5.920981
1020,16.22154,1.500075
1021,734.3816,24.52499
1022,483.2356,32.30575
1023,32.80542,25.25673
1024,107.0921,18.21703
1025,9.244175,0.678156
1026,75.23529,19.50709
1027,270.692,23.47556
1028,92.74719,18.914
1029,3.823135,0.6109467
1030,486.4445,15.87796
1031,176.7391,20.38882
1032,503.2904,22.28745
1033,6.247144,3.112173
1034,16.1819,9.468302
1035,29.17607,0.3120262
1036,174.5789,38.82244
1037,249.5329,14.70107
1038,415.9274,29.31433
1039,4.424243,7.6031
1040,179.3778,16.47942
1041,7.10964,4.143133
1042,189.7652,9.716455
1043,138.1686,26.3371
1044,808.0791,19.31225
1045,155.8886,39.68641
1046,611.0533,20.16877
1047,633.4974,43.71963
1048,719.5915,25.08256
1049,108.4963,25.12356
1050,18.21421,NaN
1051,410.1847,11.14679
1052,6.508586,1.619759
1053,62.43418,12.95854
1054,2.734303,2.656087
1055,302.9598,22.87088
1056,13.16263,14.30773
1057,470.3655,32.17393
1058,1.344402,1.311057
1059,441.874,20.36381
1060,140.7595,20.84432
1061,53.31753,1.217012
1062,128.6023,5.757885
1063,448.0936,22.06879
1064,20.03748,18.63192
1065,4.110344,2.231073
1066,542.2543,34.46492
1067,189.0495,13.62503
1068,327.2596,27.62303
1069,2.000316,0.8099595
1070,174.4191,12.65564
1071,834.9669,46.32947
1072,630.1271,7.544912
1073,301.8055,18.18283
1074,500.8326,16.94265
1075,592.2185,10.52465
1076,463.4517,18.75217
1077,148.467,26.276
1078,71.31512,30.0824
1079,3.706393,0.3210251
1080,261.0237,14.83574
1081,15.24522,NaN
1082,63.04613,12.5367
1083,150.8961,18.52297
1084,157.8766,11.75869
1085,5.207128,1.013319
1086,586.813,26.28394
1087,774.1954,15.26197
1088,6.090247,3.206755
1089,238.2232,24.1353
1090,411.8518,19.32358
1091,657.8008,37.1436
1092,102.1008,11.58374
1093,385.3789,11.11955
1094,435.7864,25.23871
1095,40.44232,11.46583
1096,377.1978,10.92626
1097,898.9728,19.00757
1098,956.1895,23.40916
1099,497.1566,10.72022
1100,116.2079,3.135564
1101,1.537056,0.8926966
1102,759.1508,16.51768
1103,214.5242,13.75993
1104,5.896429,5.374382
1105,647.4492,11.90077
1106,430.3075,13.5516
1107,28.33282,15.56882
1108,63.62083,16.45197
1109,345.9277,3.721677
1110,840.1589,10.58335
1111,322.4712,14.77152
1112,390.6107,4.900063
1113,300.9301,23.12002
1114,90.01881,12.94783
1115,507.2143,21.27403
1116,424.686,28.49381
1117,783.1134,29.90512
1118,368.6404,21.70718
1119,73.5406,24.9224
1120,484.713,25.78253
1121,170.2558,41.42734
1122,139.3418,40.14525
1123,161.9559,13.21263
1124,103.4635,12.59304
1125,702.3404,14.85046
1126,329.759,17.65688
1127,627.3609,11.42081
1128,204.62,21.29324
1129,515.9387,7.688775
1130,59.52765,9.078945
1131,61.42296,4.40996
1132,149.3578,28.89262
1133,141.5995,9.758149
1134,687.7988,19.53908
1135,47.77813,11.72214
1136,10.22029,2.90353
1137,241.7671,19.84547
1138,80.06351,17.04071
1139,94.77049,23.98411
1140,31.91412,21.53172
1141,253.0045,10.46874
1142,336.1489,8.914296
1143,291.7388,24.86463
1144,147.173,17.22922
1145,3.769501,2.983772
1146,734.2552,18.8419
1147,2.30288,0.9305953
1148,731.1785,9.242745
1149,574.6323,22.47283
1150,654.0923,24.2611
