216.46,0,68.154
216.68,0,53.182
217.02,0,67.036
215.20,0,78.461
217.94,0,58.430
217.02,0,43.736
216.32,0,57.020
216.03,0,50.611
42.82,0,58.535
40.93,0,48.495
35.78,0,47.981
39.50,0,48.596
35.12,0,50.744
36.10,0,47.118
37.35,0,41.047
220.72,0,43.434
36.60,0,48.488
35.44,0,38.997
208.33,0,74.792
211.59,0,58.468
212.65,0,48.275
214.09,0,44.934
211.19,0,61.901
221.45,0,55.563
37.59,0,80.008
216.39,0,78.402
218.23,0,68.687
218.01,0,63.213
217.92,0,65.673
40.64,0,47.904
36.72,0,75.880
212.23,0,57.693
214.89,0,81.826
221.04,0,70.399
223.29,0,33.815
180.49,0,67.553
174.05,0,46.476
189.02,0,49.269
201.62,0,50.495
185.91,0,58.415
176.70,0,54.761
195.77,0,54.276
40.88,0,45.049
37.84,0,47.121
38.93,0,47.832
41.33,0,31.639
37.07,0,32.287
38.01,0,43.230
39.16,0,51.677
43.90,0,42.106
47.69,0,34.446
37.97,0,47.924
36.81,0,56.846
38.49,0,46.446
38.35,0,48.905
39.81,0,42.475
39.60,0,30.088
218.28,0,50.134
219.71,0,52.645
37.41,0,18.377
38.42,0,21.189
40.31,0,24.775
37.63,0,17.347
39.91,0,41.046
38.21,0,17.121
35.19,0,27.318
35.19,0,33.274
37.20,0,40.245
37.61,0,26.736
34.11,0,32.152
33.69,0,10.320
28.30,0, 8.452
35.46,0,25.654
37.16,0,34.119
37.84,0,43.857
36.64,0,43.164
38.80,0,37.460
41.16,0,20.251
38.50,0,28.969
34.38,0, 6.590
34.62,0,14.609
36.87,0,17.890
39.49,0,16.877
36.97,0,16.659
36.69,0,36.409
37.42,0,41.448
36.81,0,27.707
36.39,0,44.625
33.26,0,57.676
33.62,0,34.374
40.63,0,35.358
38.40,0,12.261
39.07,0,23.587
38.80,0,23.728
39.20,0,24.097
38.22,0,26.079
36.67,0,31.874
38.75,0,37.659
39.03,0,44.343
40.10,0,40.532
41.15,0,24.799
36.20,0,31.005
37.08,0,29.771
36.50,0,33.832
43.06,0,45.410
41.03,0,44.465
38.16,0,41.965
39.11,0,50.006
35.51,0,52.122
43.46,0,33.473
38.57,0,17.159
38.68,0,39.599
36.82,0,39.180
38.69,0,46.692
34.93,0,51.303
35.16,0,51.006
35.87,0,54.146
35.18,0,54.125
35.48,0,44.977
40.96,0,43.697
39.76,0,53.299
42.96,0,64.912
42.02,0,49.296
35.22,0,45.273
36.22,0,38.657
36.59,0,43.804
30.66,0,47.636
32.38,0,52.813
29.71,0,73.896
37.31,0,84.346
38.99,0,58.783
38.96,0,65.749
39.76,0,53.299
36.68,0,44.311
38.47,0,33.809
39.40,0,45.988
38.47,0,50.713
40.65,0,45.643
41.52,0,29.541
38.66,0,30.184
38.06,0,35.000
42.56,0,40.613
43.41,0,32.319
45.14,0,26.987
47.94,0,25.032
50.14,0,25.744
51.31,0,25.087
33.00,0,45.612
38.47,0,75.489
178.74,0,65.830
182.98,0,66.266
188.83,0,54.311
192.01,0,52.273
197.85,0,56.190
171.97,0,42.845
32.97,0,75.635
36.90,0,78.215
39.52,0,75.214
41.89,0,63.811
41.95,0,43.394
49.28,0,18.898
32.28,0,40.743
34.78,0,23.839
31.31,0,25.466
