,tdx12_Barcelos,tdx30_Barcelos,srtm30_Barcelos,srtm30_wgs84_Barcelos,aster30_Barcelos,aster30_wgs84_Barcelos,aw3d30_Barcelos,aw3d30_wgs84_Barcelos
1854,27.11028,27.3348,37.0,29.80503478,48.0,40.80503478,37.0,29.80458283
1855,27.78623,27.14076,35.0,29.17349779,41.0,35.17349779,29.0,23.17302017
1856,32.38057,33.29329,38.0,31.9569138,51.0,44.9569138,39.0,32.95623317
1857,30.25368,29.78379,39.0,32.7576727,46.0,39.7576727,NaN,NaN
1858,43.46336,43.11439,47.0,38.65369016,50.0,41.65369016,49.0,40.65389947
1859,25.93911,24.46913,34.0,27.16849699,36.0,29.16849699,34.0,27.16849699
1860,47.71611,47.85648,54.0,47.46434474,48.0,41.46434474,56.0,49.46457666
1861,33.56933,33.47285,38.0,31.74476144,56.0,49.74476144,NaN,NaN
1862,19.9019,19.97472,32.0,25.3157735,28.0,21.3157735,NaN,NaN
1863,44.57932,46.37875,52.0,44.20639786,53.0,45.20639786,53.0,45.20659888
1864,41.19425,41.24738,48.0,39.87812388,58.0,49.87812388,50.0,41.87833666
1865,42.88652,44.99093,51.0,42.60463679,59.0,50.60463679,53.0,44.60484865
1866,42.13137,40.51457,50.0,42.29241505,49.0,41.29241505,NaN,NaN
1867,45.26543,45.37265,54.0,47.13279545,76.0,69.13279545,54.0,47.13234295
1868,42.7794,42.08028,51.0,43.45254566,58.0,50.45254566,49.0,41.45254566
1869,29.28094,30.09393,38.0,30.84308448,25.0,17.84308448,39.0,31.84262577
1870,7.156801,5.910291,19.0,13.34081032,22.0,16.34081032,27.0,21.34012757
1871,29.01865,24.71478,33.0,26.95547854,40.0,33.95547854,34.0,27.95479537
1872,31.23858,32.28631,42.0,34.69231277,42.0,34.69231277,41.0,33.69185993
1873,34.51128,6.826532,20.0,13.68054163,95.0,88.68054163,28.0,21.68054163
1874,48.69804,47.79045,55.0,49.07041233,60.0,54.07041233,54.0,48.06973482
1875,36.85296,42.8093,57.0,49.22404021,51.0,43.22404021,58.0,50.22356121
1876,22.64554,22.24476,30.0,24.25155477,39.0,33.25155477,28.0,22.25087185
1877,47.26849,46.5343,54.0,45.8873809,55.0,46.8873809,54.0,45.88758612
1878,40.85343,41.49352,50.0,41.8206042,46.0,37.8206042,48.0,39.82082342
1879,41.42541,47.84002,50.0,42.70791861,50.0,42.70791861,54.0,46.70791861
1880,29.34011,24.80328,35.0,29.00945207,36.0,30.00945207,32.0,26.00876888
1881,24.8779,24.8979,31.0,24.57563835,73.0,66.57563835,NaN,NaN
1882,47.55827,45.67605,54.0,47.72537875,58.0,51.72537875,51.0,44.72492361
1883,46.27847,44.0274,55.0,46.86300192,57.0,48.86300192,56.0,47.8632099
1884,38.33239,37.73151,48.0,40.6028202,50.0,42.6028202,44.0,36.60213411
1885,39.82587,39.86539,45.0,38.25328895,50.0,43.25328895,NaN,NaN
1886,50.67286,50.18449,56.0,48.36538788,58.0,50.36538788,59.0,51.36560013
1887,47.51682,47.53118,50.0,43.66815158,63.0,56.66815158,NaN,NaN
1888,37.17068,35.74977,43.0,35.98833421,39.0,31.98833421,46.0,38.98787721
1889,28.61181,28.95296,37.0,30.6681356,46.0,39.6681356,NaN,NaN
1890,30.02192,29.89683,39.0,32.57236327,43.0,36.57236327,40.0,33.57192478
1891,47.43441,46.68634,51.0,43.16125627,62.0,54.16125627,52.0,44.16125627
1892,43.89045,44.57748,55.0,47.78613261,65.0,57.78613261,NaN,NaN
1893,42.60448,39.8022,48.0,41.63963788,55.0,48.63963788,47.0,40.63985738
1894,20.65958,21.53367,29.0,21.82879909,25.0,17.82879909,28.0,20.82811599
1895,47.10983,48.84565,51.0,44.3709817,62.0,55.3709817,55.0,48.37051113
1896,33.34846,35.19881,46.0,38.26214654,56.0,48.26214654,48.0,40.26214654
1897,43.23701,43.07856,53.0,45.21218472,62.0,54.21218472,29.0,21.21218472
1898,47.92479,45.62962,51.0,42.86976861,54.0,45.86976861,55.0,46.86976861
1899,48.43008,48.14088,58.0,50.73465218,68.0,60.73465218,NaN,NaN
1900,25.54188,25.28062,35.0,27.39482596,29.0,21.39482596,8.0,0.39504808
1901,42.9849,43.87645,49.0,42.04388306,57.0,50.04388306,NaN,NaN
1902,47.59134,46.74533,56.0,49.11390742,58.0,51.11390742,NaN,NaN
1903,33.57888,31.39252,37.0,30.87607952,34.0,27.87607952,42.0,35.87563856
1904,30.04806,29.99175,42.0,34.78152654,39.0,31.78152654,40.0,32.7810737
1905,43.97007,46.43287,54.0,47.04566075,48.0,41.04566075,NaN,NaN
1906,49.19836,47.74659,55.0,48.74429491,56.0,49.74429491,55.0,48.74384727
1907,35.32543,36.48345,45.0,38.22467101,31.0,24.22467101,46.0,39.22419106
1908,28.37898,23.45219,22.0,15.42122713,34.0,27.42122713,NaN,NaN
1909,35.56741,35.5507,40.0,33.35466425,55.0,48.35466425,NaN,NaN
1910,44.39327,45.71865,53.0,45.70892804,63.0,55.70892804,NaN,NaN
1911,36.32579,39.22078,44.0,36.82326756,47.0,39.82326756,NaN,NaN
1912,28.94715,30.36951,43.0,36.74400566,45.0,38.74400566,NaN,NaN
1913,50.86958,49.26866,60.0,52.12259062,43.0,35.12259062,63.0,55.12259062
1914,35.19034,32.99546,44.0,37.16652378,40.0,33.16652378,NaN,NaN
1915,49.34251,48.45783,55.0,48.90265959,48.0,41.90265959,56.0,49.90198541
1916,26.84211,26.96846,37.0,29.81846346,5.0,-2.18153654,37.0,29.81800935
1917,47.67907,48.53785,56.0,49.24867927,55.0,48.24867927,55.0,48.24889841
1918,27.79136,28.14835,39.0,31.4401235,33.0,25.4401235,NaN,NaN
1919,38.11106,40.60741,51.0,44.36377288,49.0,42.36377288,NaN,NaN
1920,44.63336,43.492,53.0,45.37724661,44.0,36.37724661,52.0,44.37724661
1921,47.5933,45.44607,51.0,43.11591186,52.0,44.11591186,53.0,45.11613018
1922,44.61425,43.52646,52.0,44.27155323,49.0,41.27155323,52.0,44.27176287
1923,36.09522,36.98486,44.0,35.8790063,44.0,35.8790063,47.0,38.8790063
1924,44.90808,44.95324,52.0,43.91872696,50.0,41.91872696,55.0,46.91893858
1925,44.06498,44.19922,52.0,44.26068377,61.0,53.26068377,55.0,47.26068377
1926,30.58424,28.99914,38.0,31.73946298,46.0,39.73946298,36.0,29.73897715
1927,34.15538,34.32915,42.0,35.31444032,50.0,43.31444032,41.0,34.31398374
1928,46.39766,46.3339,56.0,49.57461413,61.0,54.57461413,53.0,46.57416443
1929,33.7817,34.61659,42.0,35.09464155,45.0,38.09464155,39.0,32.09395804
1930,44.47219,45.37748,52.0,45.82172034,58.0,51.82172034,51.0,44.82126047
1931,17.10921,17.06493,26.0,18.93990562,25.0,17.93990562,NaN,NaN
1932,46.15245,46.13279,54.0,46.45108647,55.0,47.45108647,54.0,46.45108647
1933,49.44186,49.66194,55.0,47.41769516,54.0,46.41769516,60.0,52.41769516
1934,40.70162,40.54789,52.0,44.47959854,48.0,40.47959854,51.0,43.47959854
1935,39.95512,41.59743,45.0,38.82407864,68.0,61.82407864,NaN,NaN
1936,32.45516,32.9709,41.0,34.36865265,50.0,43.36865265,40.0,33.36887352
1937,50.88693,49.88758,56.0,47.90133529,48.0,39.90133529,NaN,NaN
1938,20.12781,20.86815,31.0,23.55004905,32.0,24.55004905,29.0,21.5493642
1939,48.67469,46.65189,56.0,48.79420249,55.0,47.79420249,52.0,44.79420249
1940,51.62597,59.95849,23.0,16.94467363,28.0,21.94467363,28.0,21.94399025
1941,20.24624,19.92294,28.0,21.40207493,30.0,23.40207493,NaN,NaN
1942,21.1165,21.08115,27.0,20.57228541,45.0,38.57228541,NaN,NaN
1943,35.6205,37.27908,46.0,38.75692315,42.0,34.75692315,NaN,NaN
1944,31.68011,31.1851,38.0,31.53459695,44.0,37.53459695,45.0,38.53416222
1945,40.88717,40.61589,45.0,37.22510214,49.0,41.22510214,48.0,40.22510214
1946,33.5318,35.4716,45.0,37.54315754,44.0,36.54315754,42.0,34.54315754
1947,48.63628,47.85596,55.0,47.3688905,56.0,48.3688905,57.0,49.36841645
1948,25.93895,26.64369,35.0,27.3582145,36.0,28.3582145,NaN,NaN
1949,49.51002,48.7373,54.0,46.2781096,56.0,48.2781096,55.0,47.27832084
1950,32.52634,25.27271,22.0,16.20460306,39.0,33.20460306,27.0,21.20411293
1951,44.49374,40.96729,50.0,42.26439475,46.0,38.26439475,48.0,40.26460274
1952,18.48854,17.29694,19.0,12.55735558,27.0,20.55735558,NaN,NaN
1953,30.13377,28.90899,34.0,27.51243465,29.0,22.51243465,NaN,NaN
1954,29.97543,31.67394,36.0,29.46138872,38.0,31.46138872,NaN,NaN
1955,45.98217,44.83835,56.0,48.15895623,51.0,43.15895623,54.0,46.15895623
1956,47.6796,48.30769,53.0,46.01244795,59.0,52.01244795,NaN,NaN
1957,41.85979,43.06404,52.0,44.17733949,56.0,48.17733949,51.0,43.17733949
1958,43.12193,41.65522,48.0,39.99472791,62.0,53.99472791,49.0,40.99472791
1959,39.58577,39.95697,49.0,40.65262103,47.0,38.65262103,50.0,41.65283729
1960,43.31039,42.8602,50.0,42.47992075,56.0,48.47992075,NaN,NaN
1961,48.53556,49.07866,54.0,47.22273493,67.0,60.22273493,NaN,NaN
1962,18.08411,17.96435,24.0,17.0930676,19.0,12.0930676,NaN,NaN
1963,50.69004,50.21413,55.0,48.51178019,42.0,35.51178019,57.0,50.51133701
1964,27.93004,29.56581,36.0,29.6890413,51.0,44.6890413,35.0,28.68835751
1965,5.420213,8.680761,31.0,24.3777141,55.0,48.3777141,31.0,24.3779396
1966,33.72331,34.03535,42.0,36.14700803,43.0,37.14700803,40.0,34.14632662
1967,43.94609,44.55596,51.0,43.3704999,54.0,46.3704999,51.0,43.37002731
1968,26.39461,26.18189,37.0,29.40958661,30.0,22.40958661,NaN,NaN
1969,41.65372,40.53816,48.0,39.9835811,55.0,46.9835811,48.0,39.98289524
1970,47.96287,46.95413,56.0,49.64444058,64.0,57.64444058,NaN,NaN
1971,44.12152,43.3943,49.0,41.67244266,47.0,39.67244266,51.0,43.67175698
1972,25.35862,24.86059,33.0,27.10369048,37.0,31.10369048,27.0,21.10320322
1973,27.70527,28.57442,37.0,29.80746638,28.0,20.80746638,40.0,32.80699885
1974,50.21345,50.24101,52.0,45.70694606,43.0,36.70694606,56.0,49.70650448
1975,46.67644,45.94261,52.0,44.30774106,56.0,48.30774106,NaN,NaN
1976,41.23961,42.19975,52.0,43.90525713,49.0,40.90525713,50.0,41.90547503
1977,39.05546,38.4227,45.0,37.33674173,50.0,42.33674173,49.0,41.33674173
1978,28.89368,28.02287,24.0,18.15911071,28.0,22.15911071,27.0,21.1586286
1979,38.32637,44.99464,54.0,47.79691616,57.0,50.79691616,50.0,43.79646752
1980,41.15384,43.47329,54.0,46.7369193,51.0,43.7369193,49.0,41.7369193
1981,47.09,46.77711,51.0,43.22351223,48.0,40.22351223,55.0,47.22351223
1982,47.96316,44.69831,53.0,45.21349141,46.0,38.21349141,52.0,44.2136997
1983,44.89881,45.88943,53.0,44.6704214,56.0,47.6704214,53.0,44.6704214
1984,19.07586,18.87544,27.0,19.92906274,19.0,11.92906274,29.0,21.9283795
1985,26.68644,24.4655,22.0,16.17481385,46.0,40.17481385,28.0,22.17413097
1986,16.40825,17.66191,22.0,15.01421203,25.0,18.01421203,20.0,13.01352702
1987,24.9063,25.63151,34.0,26.55382626,33.0,25.55382626,34.0,26.55403524
1988,24.76396,25.14754,34.0,26.5751626,34.0,26.5751626,36.0,28.5753872
1989,20.76386,20.45536,30.0,24.16062132,39.0,33.16062132,29.0,23.16015387
1990,50.08969,50.06417,60.0,53.72793486,57.0,50.72793486,56.0,49.72748165
1991,44.44136,44.36396,50.0,42.56447842,56.0,48.56447842,51.0,43.56467512
1992,47.91835,36.83555,40.0,34.36854965,63.0,57.36854965,40.0,34.36786796
1993,50.88947,50.21124,54.0,48.0361024,49.0,43.0361024,54.0,48.03563841
1994,46.51056,45.03026,49.0,41.62941911,53.0,45.62941911,NaN,NaN
1995,47.31739,49.39477,55.0,46.87517577,56.0,47.87517577,58.0,49.87538084
1996,26.50267,28.20063,39.0,33.10087884,37.0,31.10087884,36.0,30.10041091
1997,28.70685,27.9994,40.0,33.47891118,47.0,40.47891118,NaN,NaN
1998,20.20581,20.41513,26.0,19.91413096,21.0,14.91413096,27.0,20.91367797
1999,18.01466,17.51779,27.0,20.46734103,25.0,18.46734103,NaN,NaN
2000,43.88357,44.33258,51.0,42.87899379,48.0,39.87899379,54.0,45.87919691
2001,27.90602,26.43127,32.0,25.99051333,59.0,52.99051333,33.0,26.98983026
2002,16.58361,16.6969,25.0,18.52761364,29.0,22.52761364,NaN,NaN
2003,47.87265,47.88903,57.0,49.72188379,55.0,47.72188379,NaN,NaN
2004,36.01405,35.80083,37.0,30.61847672,40.0,33.61847672,41.0,34.61847672
2005,25.99874,29.26798,39.0,32.48811423,35.0,28.48811423,NaN,NaN
2006,39.16789,40.63253,51.0,43.73509472,47.0,39.73509472,49.0,41.73509472
2007,28.17295,23.50666,31.0,23.62824116,26.0,18.62824116,33.0,25.62846076
2008,41.19266,42.08934,52.0,44.39927476,48.0,40.39927476,49.0,41.39948065
2009,33.44444,33.6152,41.0,34.97471619,46.0,39.97471619,NaN,NaN
2010,43.93814,44.93538,51.0,45.46352304,52.0,46.46352304,48.0,42.46284074
2011,28.85359,29.58959,39.0,31.70502098,42.0,34.70502098,34.0,26.70453343
2012,36.64424,37.83926,45.0,37.27834618,44.0,36.27834618,45.0,37.2785456
2013,44.00808,44.63823,57.0,49.65519164,58.0,50.65519164,NaN,NaN
2014,40.4035,40.36567,52.0,44.72636488,57.0,49.72636488,52.0,44.72658615
2015,38.32626,38.0503,46.0,37.87998223,47.0,38.87998223,46.0,37.88019894
2016,50.32999,49.22651,52.0,46.12611378,50.0,44.12611378,53.0,47.12565178
2017,18.66148,18.86643,29.0,22.11352731,28.0,21.11352731,NaN,NaN
2018,48.74437,51.05582,54.0,46.31881649,58.0,50.31881649,58.0,50.31901998
2019,41.37276,41.13858,48.0,40.83685631,52.0,44.83685631,48.0,40.83685631
2020,51.70974,50.19336,55.0,46.94673533,61.0,52.94673533,56.0,47.94693758
2021,22.19836,22.02822,30.0,22.2937329,31.0,23.2937329,31.0,23.29324828
2022,47.70934,47.97908,54.0,48.06923175,58.0,52.06923175,55.0,49.06877261
2023,31.75801,31.38126,39.0,31.82960514,39.0,31.82960514,38.0,30.82982633
2024,19.31183,18.59333,22.0,15.68770318,25.0,18.68770318,NaN,NaN
2025,50.95843,50.04439,55.0,48.22729516,70.0,63.22729516,57.0,50.22750624
2026,29.06029,32.32123,41.0,34.99929262,44.0,37.99929262,37.0,30.99929262
2027,48.01169,46.51298,52.0,44.05451762,47.0,39.05451762,56.0,48.05403813
2028,47.19756,47.19112,54.0,47.61826766,57.0,50.61826766,49.0,42.61781295
2029,33.18319,34.00899,41.0,35.20107863,43.0,37.20107863,39.0,33.20039743
2030,44.84292,44.77273,50.0,41.60622444,51.0,42.60622444,52.0,43.60622444
2031,48.57243,48.4711,55.0,48.62022039,60.0,53.62022039,56.0,49.61976667
2032,30.48537,30.51616,42.0,35.24427519,25.0,18.24427519,35.0,28.24359146
2033,37.51271,34.88865,46.0,39.18480641,47.0,40.18480641,NaN,NaN
2034,29.10103,29.22092,40.0,32.33707273,33.0,25.33707273,NaN,NaN
2035,20.24407,19.89439,29.0,23.17396243,30.0,24.17396243,29.0,23.17328383
2036,46.81794,47.30616,54.0,45.8276613,58.0,49.8276613,56.0,47.82787161
2037,47.86392,47.07324,55.0,48.51197447,55.0,48.51197447,NaN,NaN
2038,35.95449,36.94337,42.0,35.13423607,40.0,33.13423607,44.0,37.13355282
2039,45.57227,45.40488,50.0,44.05196995,48.0,42.05196995,50.0,44.05129114
2040,46.85494,48.13482,55.0,48.45747039,46.0,39.45747039,55.0,48.45702637
2041,44.84631,43.79762,49.0,42.29214357,51.0,44.29214357,NaN,NaN
2042,32.60223,32.64487,42.0,35.83014169,45.0,38.83014169,41.0,34.83014169
2043,39.49848,42.34261,54.0,46.66591781,54.0,46.66591781,55.0,47.66614167
2044,50.1342,49.54662,58.0,50.10787379,47.0,39.10787379,57.0,49.10787379
2045,25.93959,26.28865,30.0,24.40524624,48.0,42.40524624,34.0,28.40456431
2046,40.8257,44.01183,52.0,45.32376273,57.0,50.32376273,NaN,NaN
2047,33.77168,33.85224,43.0,35.26648809,47.0,39.26648809,43.0,35.26648809
2048,42.38866,40.87958,50.0,42.77672786,45.0,37.77672786,48.0,40.77672786
2049,32.21568,30.38918,27.0,20.3886203,29.0,22.3886203,33.0,26.38816103
2050,45.44776,44.41833,49.0,42.26775708,51.0,44.26775708,NaN,NaN
2051,26.17379,26.26792,38.0,30.65593998,38.0,30.65593998,36.0,28.65548883
2052,19.94393,20.79516,30.0,24.15129512,26.0,20.15129512,24.0,18.15061218
2053,25.64072,25.95168,34.0,26.34401242,35.0,27.34401242,40.0,32.34423109
2054,45.64149,47.00323,54.0,48.05115392,48.0,42.05115392,52.0,46.05069222
2055,37.266,37.78512,44.0,37.89212974,57.0,50.89212974,43.0,36.89144884
2056,37.35658,37.02029,45.0,38.94679681,59.0,52.94679681,44.0,37.94611502
2057,29.24517,30.33214,34.0,27.55058226,8.0,1.55058226,34.0,27.54990342
2058,46.89779,46.55285,54.0,47.81597555,52.0,45.81597555,52.0,45.81552465
2059,13.49384,14.44134,21.0,13.70858528,34.0,26.70858528,23.0,15.70858528
2060,43.76139,42.28557,51.0,43.114612,62.0,54.114612,NaN,NaN
2061,47.07449,45.02195,47.0,39.12749728,44.0,36.12749728,50.0,42.12749728
2062,47.2591,45.18699,54.0,46.50661401,60.0,52.50661401,53.0,45.5068197
2063,22.09499,22.17082,29.0,21.2051651,36.0,28.2051651,39.0,31.20468102
2064,49.97514,48.78818,53.0,45.99645769,55.0,47.99645769,55.0,47.99666481
2065,21.08432,27.3043,36.0,29.86050838,62.0,55.86050838,33.0,26.85982941
2066,52.39008,49.99542,57.0,48.93678996,57.0,48.93678996,57.0,48.93678996
2067,40.86216,40.19511,47.0,40.65861193,53.0,46.65861193,NaN,NaN
2068,12.40972,13.32603,20.0,12.61141651,16.0,8.61141651,23.0,15.61141651
2069,46.39856,45.49068,53.0,47.03119898,47.0,41.03119898,49.0,43.0305209
2070,33.96485,33.5767,43.0,35.19096496,39.0,31.19096496,43.0,35.19117066
2071,26.0925,36.85248,18.0,12.19846535,16.0,10.19846535,27.0,21.19778235
2072,49.67037,48.72033,56.0,48.85076883,59.0,51.85076883,55.0,47.85097295
2073,42.47481,44.42512,56.0,48.97152157,54.0,46.97152157,NaN,NaN
2074,19.56933,19.44242,27.0,20.27681312,27.0,20.27681312,NaN,NaN
2075,24.08542,23.26542,31.0,24.949489,42.0,35.949489,NaN,NaN
2076,38.45138,37.45357,48.0,40.51123902,43.0,35.51123902,50.0,42.51123902
2077,45.16344,46.3842,50.0,43.53655784,36.0,29.53655784,51.0,44.53611557
2078,47.02651,48.2726,54.0,47.81042166,42.0,35.81042166,55.0,48.80998676
2079,47.53376,45.53269,53.0,45.80371435,57.0,49.80371435,NaN,NaN
2080,36.70206,38.40602,44.0,37.79927288,51.0,44.79927288,NaN,NaN
2081,49.80559,46.03772,54.0,47.24051319,59.0,52.24051319,54.0,47.24004131
2082,29.88456,31.60239,39.0,32.94777202,55.0,48.94777202,39.0,32.94729826
2083,29.81626,29.64408,40.0,32.97225723,54.0,46.97225723,40.0,32.97180977
2084,42.46685,43.55773,46.0,39.59238181,65.0,58.59238181,NaN,NaN
2085,38.83413,37.23849,49.0,42.27367108,44.0,37.27367108,47.0,40.27322125
2086,16.2226,16.55178,23.0,16.30925678,23.0,16.30925678,NaN,NaN
2087,48.03262,45.39116,52.0,44.31181034,50.0,42.31181034,53.0,45.31132782
2088,47.65975,44.53996,51.0,43.8401339,55.0,47.8401339,50.0,42.83944848
2089,38.2309,39.36224,46.0,39.26623129,58.0,51.26623129,48.0,41.26645715
2090,19.54002,19.96803,28.0,21.40504244,30.0,23.40504244,NaN,NaN
2091,14.55592,15.07412,22.0,14.62050484,20.0,12.62050484,24.0,16.62050484
2092,46.98726,48.07287,56.0,49.86935639,50.0,43.86935639,55.0,48.86891776
2093,45.61028,45.40771,54.0,47.15309862,43.0,36.15309862,NaN,NaN
2094,45.47668,44.29034,49.0,42.58448662,56.0,49.58448662,50.0,43.58403157
2095,22.36957,22.81825,31.0,24.5848068,35.0,28.5848068,NaN,NaN
2096,32.27132,31.83356,44.0,37.29167985,41.0,34.29167985,40.0,33.29123042
2097,45.59875,44.95345,51.0,43.09302776,52.0,44.09302776,54.0,46.09302776
2098,46.56174,46.47805,53.0,45.86145056,61.0,53.86145056,NaN,NaN
2099,21.41219,21.34468,30.0,23.92523894,42.0,35.92523894,29.0,22.92455553
2100,45.50217,47.13755,48.0,39.99397459,42.0,33.99397459,53.0,44.9941736
2101,44.63721,45.3734,52.0,45.31131921,54.0,47.31131921,53.0,46.31085472
2102,29.85698,31.9403,39.0,31.03812947,36.0,28.03812947,39.0,31.03834986
2103,38.76058,38.06835,44.0,36.19804294,40.0,32.19804294,NaN,NaN
2104,43.57651,44.19449,53.0,45.57546158,59.0,51.57546158,54.0,46.57567983
2105,46.91105,47.04871,53.0,44.90601851,57.0,48.90601851,56.0,47.90601851
2106,45.86459,44.82072,53.0,45.21571915,47.0,39.21571915,53.0,45.21571915
2107,44.59136,42.91553,53.0,44.89567212,48.0,39.89567212,54.0,45.89588386
2108,45.95105,45.64236,53.0,44.84119465,57.0,48.84119465,55.0,46.84050705
2109,42.93789,42.0427,51.0,43.47028612,50.0,42.47028612,49.0,41.47048734
2110,27.50478,24.72385,31.0,23.79099114,35.0,27.79099114,31.0,23.79099114
2111,44.56557,43.00841,52.0,45.20230035,53.0,46.20230035,51.0,44.20183838
2112,14.88818,14.60334,21.0,13.89992551,16.0,8.89992551,26.0,18.89924064
2113,44.90997,45.21514,55.0,47.22250326,59.0,51.22250326,53.0,45.2220244
2114,26.8988,27.13414,36.0,28.03553933,34.0,26.03553933,36.0,28.03576027
2115,29.48713,29.73531,38.0,31.51732253,38.0,31.51732253,NaN,NaN
2116,18.21405,17.93076,22.0,15.57017035,38.0,31.57017035,NaN,NaN
2117,32.58528,33.38199,44.0,36.84475257,38.0,30.84475257,45.0,37.84429999
2118,50.22173,47.39931,51.0,44.7305905,34.0,27.7305905,54.0,47.73013931
2119,47.77363,48.40082,51.0,43.40168957,66.0,58.40168957,55.0,47.40168957
2120,48.01228,47.24106,52.0,44.05632461,51.0,43.05632461,55.0,47.05632461
2121,33.03048,32.202,34.0,27.69504486,49.0,42.69504486,NaN,NaN
2122,19.47083,18.62584,30.0,23.67023541,19.0,12.67023541,NaN,NaN
2123,42.57686,42.58405,51.0,44.37463316,56.0,49.37463316,51.0,44.37484217
2124,44.76338,43.73982,54.0,47.06768842,68.0,61.06768842,NaN,NaN
2125,29.29453,30.88067,39.0,31.14370268,43.0,35.14370268,43.0,35.14370268
2126,41.93098,39.51846,47.0,40.33323262,34.0,27.33323262,42.0,35.33323262
2127,20.54957,20.29969,33.0,26.23864984,25.0,18.23864984,NaN,NaN
2128,27.88783,27.8101,36.0,29.93936261,44.0,37.93936261,NaN,NaN
2129,22.24251,21.65847,29.0,22.82358651,44.0,37.82358651,NaN,NaN
2130,45.48155,45.15899,53.0,45.23141579,65.0,57.23141579,54.0,46.23141579
2131,27.49679,28.76955,34.0,28.12463823,28.0,22.12463823,35.0,29.12416497
2132,42.2779,41.68519,54.0,46.39710965,43.0,35.39710965,50.0,42.39731426
2133,51.34482,50.41948,58.0,50.44741188,58.0,50.44741188,58.0,50.44741188
2134,49.10335,48.02058,57.0,49.6617076,63.0,55.6617076,NaN,NaN
2135,26.62415,22.78568,29.0,22.85349605,44.0,37.85349605,28.0,21.85349605
2136,19.34249,19.82268,28.0,21.31896274,29.0,22.31896274,NaN,NaN
2137,44.2774,45.59914,55.0,47.84988082,56.0,48.84988082,NaN,NaN
2138,46.77608,45.15741,48.0,41.39588744,60.0,53.39588744,NaN,NaN
2139,48.08502,48.42515,56.0,48.05416495,49.0,41.05416495,54.0,46.05436353
2140,21.21973,21.30763,29.0,22.58710763,25.0,18.58710763,NaN,NaN
2141,17.55499,22.67816,31.0,23.52293811,19.0,11.52293811,NaN,NaN
2142,27.38184,28.73459,38.0,31.39462214,25.0,18.39462214,42.0,35.39394047
2143,49.14085,48.39444,55.0,47.00405267,60.0,52.00405267,43.0,35.00405267
2144,43.48037,45.18989,57.0,49.62033318,48.0,40.62033318,52.0,44.62033318
2145,25.74864,32.62692,34.0,27.47095552,43.0,36.47095552,42.0,35.47027787
2146,38.33019,39.42327,53.0,46.23039882,57.0,50.23039882,44.0,37.23062891
2147,33.28745,34.3952,43.0,35.48752852,34.0,26.48752852,42.0,34.48752852
2148,29.52159,28.44128,42.0,35.28718744,31.0,24.28718744,41.0,34.28651193
2149,21.0645,21.6624,27.0,21.33987244,37.0,31.33987244,26.0,20.33919015
2150,24.90176,24.88887,37.0,28.94073329,29.0,20.94073329,34.0,25.94027021
2151,40.18845,40.158,42.0,33.87025216,43.0,34.87025216,43.0,34.87045738
2152,45.17562,44.33958,54.0,46.82836847,58.0,50.82836847,NaN,NaN
2153,43.24847,44.06818,49.0,42.07209057,51.0,44.07209057,NaN,NaN
2154,37.0484,38.56034,47.0,39.49749869,49.0,41.49749869,47.0,39.49702088
2155,50.20285,50.49292,53.0,46.62452979,60.0,53.62452979,57.0,50.62407937
2156,19.54007,19.33289,28.0,20.58172332,29.0,21.58172332,26.0,18.58103772
2157,48.91016,47.97621,53.0,45.00289054,56.0,48.00289054,55.0,47.00308946
2158,45.49847,44.82255,54.0,46.28480975,49.0,41.28480975,53.0,45.28434271
2159,23.97042,24.14298,31.0,24.95749813,39.0,32.95749813,35.0,28.95681484
2160,47.48928,48.05319,58.0,49.91367753,58.0,49.91367753,57.0,48.91367753
2161,48.06642,44.98754,52.0,43.84873612,44.0,35.84873612,51.0,42.84893896
2162,21.25221,26.14241,32.0,24.30622714,35.0,27.30622714,33.0,25.30622714
2163,23.07821,26.40067,33.0,26.97721699,33.0,26.97721699,30.0,23.97653365
2164,47.299,48.74371,56.0,49.96748509,49.0,42.96748509,54.0,47.96748509
2165,38.7556,38.24574,43.0,36.7105478,62.0,55.7105478,NaN,NaN
2166,40.45978,40.67213,53.0,45.29652108,48.0,40.29652108,51.0,43.29605396
2167,40.12695,43.52809,55.0,47.60335809,51.0,43.60335809,50.0,42.60335809
2168,48.80351,49.05534,56.0,48.95317707,53.0,45.95317707,54.0,46.95337469
2169,49.9688,50.43705,63.0,56.101235,52.0,45.101235,NaN,NaN
2170,37.66196,36.20823,46.0,38.29667313,29.0,21.29667313,46.0,38.29599082
2171,23.61092,26.16485,35.0,27.86383564,47.0,39.86383564,38.0,30.86338158
2172,44.05059,41.65609,44.0,37.27190615,59.0,52.27190615,NaN,NaN
2173,42.56749,43.03025,50.0,41.68439913,52.0,43.68439913,51.0,42.68460888
2174,19.58714,20.16206,28.0,21.45532276,27.0,20.45532276,NaN,NaN
2175,43.36698,43.48393,50.0,42.04947667,46.0,38.04947667,51.0,43.04947667
2176,23.81134,23.77259,33.0,26.41535862,29.0,22.41535862,NaN,NaN
2177,29.5367,29.27104,39.0,31.94270243,58.0,50.94270243,38.0,30.94293046
2178,38.95082,38.11956,43.0,36.386042,47.0,40.386042,NaN,NaN
2179,45.40504,45.6433,59.0,51.48663942,52.0,44.48663942,54.0,46.48616636
2180,44.55335,45.02062,53.0,46.01816827,47.0,40.01816827,52.0,45.01771159
