,tdx12_RioClaro,tdx30_RioClaro,srtm30_RioClaro,srtm30_wgs84_RioClaro,aster30_RioClaro,aster30_wgs84_RioClaro,aw3d30_RioClaro,aw3d30_wgs84_RioClaro
649,527.1375,524.9152,534.0,531.0866973,537.0,534.0866973,534.0,531.0866973
650,845.6439,844.6315,862.0,857.17185176,861.0,856.17185176,861.0,856.17206955
651,658.361,655.801,666.0,661.83558618,666.0,661.83558618,665.0,660.83577461
652,630.2151,631.1912,642.0,638.95430289,627.0,623.95430289,638.0,634.95438114
653,489.6254,489.2191,500.0,496.46095384,493.0,489.46095384,496.0,492.46156374
654,729.301,729.3551,740.0,735.78971257,741.0,736.78971257,738.0,733.78989133
655,752.7677,752.4962,762.0,757.94721127,770.0,765.94721127,754.0,749.94740804
656,838.3016,838.1713,848.0,843.83709284,857.0,852.83709284,847.0,842.83729855
657,820.8066,820.9982,830.0,825.57749583,838.0,833.57749583,830.0,825.57769876
658,671.209,671.0178,677.0,673.53835655,662.0,658.53835655,679.0,675.53835655
659,595.9224,596.4696,603.0,599.79338204,603.0,599.79338204,604.0,600.79338204
660,683.9788,681.9186,689.0,685.408375,676.0,672.408375,693.0,689.408375
661,482.5187,483.1233,494.0,490.30926767,497.0,493.30926767,490.0,486.30992012
662,505.0874,504.3845,513.0,509.80371453,507.0,503.80371453,511.0,507.80386169
663,616.1763,615.9529,627.0,623.45287409,622.0,618.45287409,625.0,621.45302401
664,642.3802,640.8286,648.0,644.08496499,652.0,648.08496499,653.0,649.0846675
665,833.0162,828.1049,838.0,833.21209282,837.0,832.21209282,839.0,834.21230975
666,677.2751,674.6341,685.0,680.84757431,680.0,675.84757431,684.0,679.84776719
667,697.3882,697.6845,710.0,705.98055494,709.0,704.98055494,705.0,700.98025696
668,625.6247,625.9813,633.0,628.8945268,635.0,630.8945268,633.0,628.8945268
669,562.5491,563.2079,572.0,567.91025677,580.0,575.91025677,572.0,567.90995408
670,572.9362,573.1091,582.0,578.47808492,586.0,582.47808492,582.0,578.47766194
671,592.4958,593.1855,601.0,597.62987781,603.0,599.62987781,601.0,597.63000129
672,697.2462,697.7129,705.0,700.95431147,697.0,692.95431147,707.0,702.95448073
673,581.3403,581.4019,588.0,584.19875432,581.0,577.19875432,591.0,587.19831028
674,612.6913,608.5645,612.0,608.34655607,606.0,602.34655607,616.0,612.34612083
675,538.1443,537.8535,549.0,545.12554871,552.0,548.12554871,548.0,544.12572608
676,530.2849,529.8279,537.0,533.18209781,538.0,534.18209781,540.0,536.18227123
677,539.0941,538.9373,549.0,545.64624363,548.0,544.64624363,546.0,542.64637578
678,498.0185,495.3333,504.0,500.48387393,496.0,492.48387393,509.0,505.48387393
679,681.8406,685.1863,691.0,688.05405172,686.0,683.05405172,688.0,685.05405172
680,550.5842,553.1453,560.0,556.68797506,568.0,564.68797506,557.0,553.68811994
681,503.1014,503.7241,514.0,510.57240989,513.0,509.57240989,511.0,507.57300799
682,610.5936,610.5296,620.0,616.1019018,619.0,615.1019018,623.0,619.10207427
683,804.0967,805.4485,811.0,806.52438834,807.0,802.52438834,807.0,802.52438834
684,670.7389,668.9242,681.0,676.85270659,674.0,669.85270659,685.0,680.85221554
685,792.8672,791.9938,792.0,787.5142642,797.0,792.5142642,786.0,781.5144684
686,852.6202,853.1575,863.0,858.46168737,863.0,858.46168737,859.0,854.46117948
687,528.319,530.0414,538.0,535.03358784,531.0,528.03358784,534.0,531.03358784
688,583.8336,584.8629,592.0,588.93877536,597.0,593.93877536,592.0,588.93877536
689,607.3012,607.8354,618.0,614.15531894,612.0,608.15531894,614.0,610.15486094
690,823.6237,823.5875,835.0,830.44029354,832.0,827.44029354,833.0,828.44049856
691,646.7036,646.5526,653.0,649.24927413,651.0,647.24927413,656.0,652.24897252
692,674.7264,674.6324,681.0,677.16276671,678.0,674.16276671,682.0,678.16231316
693,684.169,683.8245,694.0,690.15989257,692.0,688.15989257,696.0,692.15943263
694,582.8709,583.6984,593.0,589.53362212,592.0,588.53362212,590.0,586.53375736
695,616.9261,617.2291,629.0,624.65058331,627.0,622.65058331,627.0,622.65075332
696,570.3211,569.6528,581.0,577.55232497,577.0,573.55232497,576.0,572.55287881
697,661.889,660.1234,669.0,664.64964172,668.0,663.64964172,671.0,666.64964172
698,576.5704,574.3798,585.0,581.70862892,586.0,582.70862892,583.0,579.70862892
699,589.532,590.765,598.0,595.12305909,586.0,583.12305909,601.0,598.12305909
700,580.8777,582.1816,591.0,586.79267828,591.0,586.79267828,591.0,586.79267828
701,614.3238,612.6364,620.0,616.59612804,604.0,600.59612804,622.0,618.59652405
702,977.9446,979.6841,986.0,981.93675862,982.0,977.93675862,980.0,975.93695155
703,773.0978,772.8355,784.0,779.52955233,785.0,780.52955233,785.0,780.52955233
704,601.8354,603.8116,609.0,605.00239715,602.0,598.00239715,609.0,605.00239715
705,608.6749,608.502,617.0,612.68785739,617.0,612.68785739,617.0,612.68785739
706,582.3778,582.3962,586.0,582.73884845,572.0,568.73884845,590.0,586.73884845
707,628.4203,628.5217,639.0,635.70209627,631.0,627.70209627,636.0,632.70222999
708,573.8143,574.8061,583.0,579.98614215,577.0,573.98614215,597.0,593.98614215
709,658.9277,660.6427,666.0,662.33339139,671.0,667.33339139,671.0,667.33339139
710,786.8151,786.645,794.0,789.5696171,804.0,799.5696171,794.0,789.56982197
711,579.9855,580.05,588.0,584.65961356,587.0,583.65961356,582.0,578.65961356
712,543.9944,544.5953,553.0,549.88216146,549.0,545.88216146,555.0,551.88263747
713,650.3334,649.6916,657.0,653.38824953,657.0,653.38824953,658.0,654.38795447
714,650.9595,652.3851,666.0,662.02577285,665.0,661.02577285,668.0,664.02597102
715,767.2079,767.0441,780.0,775.40075611,783.0,778.40075611,778.0,773.40075611
716,546.8104,546.9673,553.0,549.69119405,554.0,550.69119405,555.0,551.69178947
717,530.6913,530.1957,542.0,538.79477155,533.0,529.79477155,541.0,537.79477155
718,493.2955,493.9774,505.0,501.83365356,502.0,498.83365356,499.0,495.83379478
719,506.1278,505.0221,512.0,508.62525208,521.0,517.62525208,512.0,508.62541108
720,594.5804,592.894,605.0,601.74027913,605.0,601.74027913,603.0,599.74079192
721,727.393,726.7783,746.0,741.60737753,748.0,743.60737753,735.0,730.60758654
722,641.0281,639.555,646.0,643.08262254,627.0,624.08262254,649.0,646.08262254
723,559.6025,560.1827,570.0,566.71042701,570.0,566.71042701,570.0,566.71042701
724,655.1839,655.934,671.0,666.74845394,669.0,664.74845394,663.0,658.74845394
725,492.9578,493.4345,506.0,502.54945676,506.0,502.54945676,500.0,496.54961323
726,582.5773,579.7958,586.0,583.00190311,584.0,581.00190311,588.0,585.00198945
727,560.8253,562.6307,570.0,566.29866361,569.0,565.29866361,569.0,565.29866361
728,618.0753,617.5295,627.0,623.51336887,625.0,621.51336887,627.0,623.51350821
729,606.6905,606.8113,616.0,611.86205345,616.0,611.86205345,612.0,607.86221214
730,675.4976,676.2447,684.0,680.49519026,663.0,659.49519026,684.0,680.4947781
731,641.1182,642.7072,657.0,652.8833784,646.0,641.8833784,653.0,648.8833784
732,718.6129,719.6917,732.0,727.69518725,736.0,731.69518725,727.0,722.69537424
733,587.362,586.0729,581.0,577.1884701,579.0,575.1884701,586.0,582.1884701
734,761.9481,763.0416,771.0,766.60601357,779.0,774.60601357,771.0,766.60622463
735,577.9385,577.9991,587.0,583.16969058,583.0,579.16969058,584.0,580.16969058
736,645.5976,646.3751,652.0,647.84146692,665.0,660.84146692,650.0,645.84146692
737,733.8872,734.4122,739.0,734.48721427,736.0,731.48721427,742.0,737.48740438
738,594.371,594.3327,602.0,598.05070545,597.0,593.05070545,604.0,600.05070545
739,642.1468,641.7578,650.0,646.53667575,650.0,646.53667575,652.0,648.53683439
740,640.6379,641.9264,648.0,644.03587779,660.0,656.03587779,650.0,646.03558058
741,694.9921,691.0198,700.0,697.05402133,703.0,700.05402133,700.0,697.05402133
742,555.6042,556.2003,565.0,562.02256496,565.0,562.02256496,565.0,562.02266044
743,580.7191,580.6046,590.0,586.50221124,590.0,586.50221124,591.0,587.50278103
744,496.8746,497.2587,506.0,502.54011611,497.0,493.54011611,504.0,500.54026121
745,592.9415,591.6655,598.0,594.64621205,592.0,588.64621205,600.0,596.64621205
746,594.3406,595.6979,605.0,600.79737164,609.0,604.79737164,599.0,594.79737164
747,611.832,611.3914,619.0,614.58583728,622.0,617.58583728,621.0,616.58583728
748,616.9191,617.2656,627.0,622.92278192,631.0,626.92278192,627.0,622.92296656
749,568.1428,568.0569,577.0,573.1742091,586.0,582.1742091,576.0,572.17438324
750,602.309,602.7939,620.0,616.92342897,605.0,601.92342897,610.0,606.92353603
751,630.5594,630.7001,637.0,634.04892814,625.0,622.04892814,635.0,632.04892814
752,654.6249,654.1759,661.0,657.93894286,652.0,648.93894286,660.0,656.93894286
753,674.2617,674.8756,682.0,678.4415635,687.0,683.4415635,681.0,677.44169597
754,735.5242,732.7739,741.0,736.21892014,743.0,738.21892014,747.0,742.21914276
755,595.0731,593.7315,604.0,600.29313996,611.0,607.29313996,606.0,602.29268322
756,631.4235,630.8712,640.0,636.61265971,642.0,638.61265971,640.0,636.61306291
757,779.8117,777.7155,786.0,781.31922118,780.0,775.31922118,787.0,782.31943591
758,603.7179,604.1207,614.0,610.82359328,606.0,602.82359328,613.0,609.82395897
759,609.2811,610.9651,617.0,612.77882254,615.0,610.77882254,618.0,613.77897874
760,505.8574,503.751,509.0,505.39992412,521.0,517.39992412,514.0,510.4005756
761,546.8257,546.5781,555.0,551.69896519,549.0,545.69896519,555.0,551.69896519
762,649.5296,651.0642,656.0,652.12102293,644.0,640.12102293,658.0,654.12102293
763,588.0253,588.6485,596.0,592.78599606,581.0,577.78599606,598.0,594.78637934
764,503.6613,503.8495,512.0,508.32568144,514.0,510.32568144,510.0,506.32585556
765,566.2928,565.6284,575.0,570.98006013,571.0,566.98006013,577.0,572.98024002
766,677.1381,676.4531,684.0,679.77983251,686.0,681.77983251,685.0,680.77983251
767,557.7916,556.2526,564.0,560.66358104,561.0,557.66358104,566.0,562.66358104
768,477.1612,479.3894,487.0,483.24831999,503.0,499.24831999,487.0,483.24899039
769,633.662,634.1386,644.0,640.07356075,642.0,638.07356075,645.0,641.0737369
770,619.9762,618.2996,628.0,624.39128222,630.0,626.39128222,631.0,627.39144093
771,593.1242,593.189,603.0,599.9210683,602.0,598.9210683,598.0,594.9210683
772,514.6252,511.1678,523.0,519.7157161,521.0,517.7157161,522.0,518.71583302
773,723.1903,723.7942,729.0,725.00843461,727.0,723.00843461,733.0,729.00796236
774,479.0472,477.4536,491.0,487.50606724,493.0,489.50606724,487.0,483.50668403
775,570.7511,568.6532,576.0,572.64663556,578.0,574.64663556,576.0,572.64704678
776,599.6658,597.8253,602.0,597.90889703,607.0,602.90889703,609.0,604.90908458
777,553.1861,552.3855,561.0,557.19347624,567.0,563.19347624,561.0,557.1930071
778,651.2764,651.776,662.0,658.33733232,651.0,647.33733232,659.0,655.33733232
779,601.9836,601.0155,608.0,604.61903678,612.0,608.61903678,610.0,606.61916078
780,586.8567,587.6824,598.0,594.92966625,587.0,583.92966625,596.0,592.93003195
781,522.7312,522.576,532.0,528.25444128,527.0,523.25444128,531.0,527.25508042
782,634.956,634.8239,646.0,642.31464115,640.0,636.31464115,642.0,638.31464115
783,683.8038,683.4257,689.0,685.04779205,689.0,685.04779205,688.0,684.04779205
784,817.0479,810.0424,811.0,806.69231073,794.0,789.69231073,823.0,818.69180492
785,748.6769,748.1692,761.0,756.22605034,761.0,756.22605034,758.0,753.22627046
786,562.1531,561.354,600.0,596.8477539,587.0,583.8477539,575.0,571.8477539
787,576.3553,578.2057,587.0,583.79054726,579.0,575.79054726,588.0,584.79054726
788,672.4547,672.9097,682.0,678.2707741,676.0,672.2707741,682.0,678.2707741
789,611.3926,611.1073,620.0,617.11116771,609.0,606.11116771,619.0,616.11116771
790,475.4661,476.4077,485.0,481.4137652,489.0,485.4137652,484.0,480.41393064
791,627.5934,629.2252,640.0,635.77881701,648.0,643.77881701,635.0,630.77851377
792,629.0701,630.0062,640.0,636.96715372,650.0,646.96715372,643.0,639.96724684
793,503.1006,502.072,513.0,509.54121684,506.0,502.54121684,512.0,508.5413724
794,561.157,561.7952,574.0,571.11034417,575.0,572.11034417,575.0,572.11041848
795,634.5367,634.3022,644.0,639.62137159,646.0,641.62137159,645.0,640.62137159
796,757.8898,758.3241,768.0,763.67625301,768.0,763.67625301,767.0,762.67645553
797,573.8797,573.7263,580.0,576.06957806,590.0,586.06957806,582.0,578.06972932
798,561.9918,560.2605,572.0,568.77820113,573.0,569.77820113,572.0,568.77820113
799,519.6329,521.6059,530.0,526.73654031,538.0,534.73654031,526.0,522.73668466
800,598.9519,597.5795,607.0,602.87972619,607.0,602.87972619,607.0,602.87972619
801,583.558,583.7807,592.0,587.61968646,594.0,589.61968646,591.0,586.61968646
802,595.7881,596.3784,604.0,599.96513454,600.0,595.96513454,609.0,604.96513454
803,502.8178,502.1626,511.0,507.71627806,515.0,511.71627806,509.0,505.71672057
804,783.596,781.6768,794.0,789.37736473,791.0,786.37736473,789.0,784.37757524
805,637.0886,637.2701,647.0,642.52204695,643.0,638.52204695,646.0,641.52223028
806,645.5298,643.2739,653.0,649.70253198,643.0,639.70253198,652.0,648.70291783
807,618.5349,619.0911,628.0,624.02258081,637.0,633.02258081,626.0,622.02258081
808,794.0219,792.7639,802.0,797.55434216,807.0,802.55434216,802.0,797.55404469
809,592.5035,591.778,599.0,595.86216903,598.0,594.86216903,603.0,599.86216903
810,594.9453,595.4507,604.0,599.77161232,608.0,603.77161232,602.0,597.77161232
811,540.4156,537.8526,548.0,544.64074538,550.0,546.64074538,548.0,544.64133564
812,695.7518,695.1535,703.0,699.25172321,704.0,700.25172321,705.0,701.25142617
813,793.8762,794.6434,804.0,799.55651576,806.0,801.55651576,803.0,798.55601121
814,708.0518,716.5581,722.0,717.21498139,712.0,707.21498139,721.0,716.2152047
815,611.0365,610.5526,618.0,614.13386385,617.0,613.13386385,619.0,615.13340154
816,467.4657,467.9972,476.0,472.38892176,480.0,476.38892176,473.0,469.38957006
817,619.0591,617.1373,628.0,625.03034374,618.0,615.03034374,628.0,625.03034374
818,717.022,716.1525,720.0,715.80572675,727.0,722.80572675,721.0,716.80523391
819,643.6043,646.6782,666.0,661.97207908,648.0,643.97207908,650.0,645.97226156
820,736.316,735.3513,741.0,738.13749346,734.0,731.13749346,741.0,738.13749346
821,687.239,687.9617,696.0,691.57100495,691.0,686.57100495,698.0,693.57100495
822,582.7655,581.2259,589.0,585.37794597,589.0,585.37794597,591.0,587.37794597
823,535.222,535.3423,544.0,540.75920468,541.0,537.75920468,544.0,540.75932389
824,528.8947,528.988,532.0,528.11172937,528.0,524.11172937,535.0,531.11191705
825,659.4395,663.2556,672.0,667.89663343,675.0,670.89663343,668.0,663.89663343
826,904.0289,901.8856,910.0,905.88956752,910.0,905.88956752,911.0,906.8897681
827,583.2076,584.1113,593.0,588.79845897,599.0,594.79845897,591.0,586.79862615
828,615.4713,616.178,624.0,620.22531656,617.0,613.22531656,626.0,622.22547646
829,714.876,714.2067,720.0,715.8309922,732.0,727.8309922,723.0,718.83050244
830,595.943,595.7904,606.0,602.87367195,603.0,599.87367195,603.0,599.87367195
831,646.511,646.2917,652.0,647.77154516,655.0,650.77154516,653.0,648.77154516
832,514.9415,513.535,523.0,519.80478112,528.0,524.80478112,523.0,519.80492062
833,567.0606,565.8868,578.0,574.07789843,574.0,570.07789843,576.0,572.07809345
834,754.483,754.5368,756.0,751.64333128,756.0,751.64333128,756.0,751.64354086
835,627.9803,627.9662,639.0,634.32089712,647.0,642.32089712,638.0,633.32111628
836,503.3125,503.7072,511.0,507.40599267,518.0,514.40599267,508.0,504.40616306
837,611.1702,610.267,617.0,613.61200614,610.0,606.61200614,620.0,616.6124001
838,588.3451,588.1497,599.0,595.96850094,598.0,594.96850094,596.0,592.96860258
839,869.6075,870.0626,896.0,891.79280448,894.0,889.79280448,879.0,874.79301146
840,748.9106,751.0263,761.0,756.53214952,757.0,752.53214952,760.0,755.53236525
841,546.4395,548.1831,552.0,548.85422186,543.0,539.85422186,558.0,554.85422186
842,621.2374,621.5389,635.0,631.36459423,632.0,628.36459423,630.0,626.36459423
843,566.4801,565.9173,576.0,572.04891612,581.0,577.04891612,570.0,566.04861881
844,603.8585,605.8468,611.0,607.44927897,611.0,607.44927897,610.0,606.44884882
845,533.3975,532.5257,543.0,539.66891661,538.0,534.66891661,539.0,535.66891661
846,571.3329,571.2734,581.0,577.08515409,591.0,587.08515409,580.0,576.08469516
847,576.9604,578.6406,588.0,583.60371303,589.0,584.60371303,588.0,583.60371303
848,770.6282,770.6199,780.0,775.53274694,779.0,774.53274694,781.0,776.53274694
849,618.133,618.4535,625.0,620.8267189,621.0,616.8267189,628.0,623.8267189
850,743.6379,742.1601,751.0,747.3533558,758.0,754.3533558,756.0,752.35396093
851,485.1902,488.8567,493.0,489.92693608,503.0,499.92693608,500.0,496.92693608
852,656.7792,657.0615,667.0,663.30522695,667.0,663.30522695,662.0,658.30478319
853,629.4389,630.8051,637.0,633.0548313,635.0,631.0548313,641.0,637.05500301
854,605.3322,605.5444,611.0,607.91724289,598.0,594.91724289,612.0,608.91724289
855,643.287,641.789,653.0,649.32580172,654.0,650.32580172,655.0,651.32580172
856,673.7134,676.36,686.0,681.9269728,689.0,684.9269728,687.0,682.9269728
857,537.1,534.7027,541.0,537.72515726,544.0,540.72515726,547.0,543.72530351
858,598.9586,599.5236,607.0,602.68658421,602.0,597.68658421,608.0,603.68675147
859,511.3732,503.9784,519.0,516.02333166,513.0,510.02333166,525.0,522.02343475
860,672.9163,672.2605,695.0,692.054606,684.0,681.054606,703.0,700.054606
861,684.3115,688.3972,696.0,691.63988774,699.0,694.63988774,694.0,689.64009967
862,569.1879,569.9603,579.0,574.96363008,576.0,571.96363008,579.0,574.96381829
863,566.885,566.4586,574.0,570.54555561,571.0,567.54555561,573.0,569.54555561
864,586.7407,587.942,599.0,595.86710155,593.0,589.86710155,595.0,591.86710155
865,577.501,578.305,584.0,580.62609571,581.0,577.62609571,582.0,578.62648976
866,493.743,493.0738,501.0,497.82314435,505.0,501.82314435,498.0,494.82329074
867,764.3216,763.2714,771.0,766.53632249,776.0,771.53632249,774.0,769.53653759
868,579.0244,578.9783,589.0,585.19888889,593.0,589.19888889,593.0,589.19955865
869,737.5742,737.3622,750.0,745.77333918,749.0,744.77333918,748.0,743.7735232
870,470.6575,470.0139,480.0,476.65667245,477.0,473.65667245,479.0,475.65683114
871,496.3783,495.9932,508.0,504.56769816,502.0,498.56769816,508.0,504.5682895
872,690.3749,690.5303,702.0,697.60899737,705.0,700.60899737,699.0,694.60919406
873,602.509,603.9292,610.0,606.54895642,609.0,605.54895642,609.0,605.54895642
874,727.8817,727.3802,737.0,732.73843522,738.0,733.73843522,735.0,730.73813698
875,593.539,593.3394,600.0,595.81625906,592.0,587.81625906,601.0,596.81625906
876,564.0211,564.6594,573.0,568.90828554,576.0,571.90828554,571.0,566.90781082
877,526.7836,528.4194,540.0,536.47260592,538.0,534.47260592,533.0,529.4727607
878,823.3018,822.7565,830.0,825.7042836,833.0,828.7042836,832.0,827.70447918
879,606.3504,606.882,614.0,610.06080881,616.0,612.06080881,614.0,610.06034392
880,662.7808,661.5331,668.0,665.00764416,662.0,659.00764416,665.0,662.00764416
881,739.6246,739.8314,753.0,748.81982108,748.0,743.81982108,751.0,746.819999
882,785.719,785.8651,798.0,793.7019996,797.0,792.7019996,796.0,791.7019996
883,764.0828,764.9406,775.0,770.40345344,771.0,766.40345344,774.0,769.40365062
884,470.6808,470.75,479.0,475.3271562,487.0,483.3271562,480.0,476.32733326
885,612.233,611.6304,622.0,619.04495613,612.0,609.04495613,620.0,617.04495613
886,640.6304,638.4781,648.0,643.96432244,647.0,642.96432244,645.0,640.96402405
887,622.6285,624.6166,632.0,629.09731304,626.0,623.09731304,631.0,628.09731304
888,611.6503,611.0743,622.0,617.84117391,626.0,621.84117391,619.0,614.84117391
889,661.7601,662.057,672.0,668.06800819,668.0,664.06800819,672.0,668.06800819
890,684.3219,685.6172,692.0,689.05028511,682.0,679.05028511,690.0,687.05061293
891,591.2723,591.1887,600.0,596.86832904,613.0,609.86832904,599.0,595.86832904
892,689.1255,688.1539,707.0,702.71976842,701.0,696.71976842,708.0,703.71946533
893,677.9472,677.3445,683.0,679.3509079,687.0,683.3509079,686.0,682.35046012
894,633.0359,633.4059,642.0,638.31074065,630.0,626.31074065,643.0,639.31074065
895,498.9967,499.6737,509.0,505.88424397,508.0,504.88424397,506.0,502.88437919
896,504.6352,503.8167,513.0,509.40648236,516.0,512.40648236,512.0,508.4066547
897,549.0995,550.936,561.0,557.88689479,548.0,544.88689479,561.0,557.88699152
898,669.1982,674.0645,677.0,672.89270123,683.0,678.89270123,679.0,674.89288652
899,651.7742,651.1085,657.0,652.90054423,667.0,662.90054423,657.0,652.90054423
900,948.4603,950.2589,962.0,957.41380873,960.0,955.41380873,956.0,951.41400792
901,992.0353,994.6035,1005.0,1000.9694306,1002.0,997.9694306,996.0,991.969133
902,571.4865,571.9124,578.0,574.47355105,581.0,577.47355105,578.0,574.47412872
903,657.6254,657.2231,665.0,661.28937947,662.0,658.28937947,664.0,660.28937947
904,509.8428,511.2495,520.0,517.08566123,523.0,520.08566123,520.0,517.08574544
905,704.5157,703.0361,709.0,705.32506719,710.0,706.32506719,710.0,706.32521608
906,632.4834,633.5576,643.0,640.02137457,624.0,621.02137457,646.0,643.02137457
907,605.3697,599.8304,612.0,608.9980596,607.0,603.9980596,615.0,611.9980596
908,480.3862,481.3596,490.0,486.26655098,489.0,485.26655098,489.0,485.2667278
909,511.9088,514.2951,523.0,519.89866252,525.0,521.89866252,518.0,514.89879245
910,886.5969,887.7789,895.0,890.96793441,901.0,896.96793441,895.0,890.96813261
911,615.9714,617.9924,628.0,623.79177602,632.0,627.79177602,624.0,619.79197148
912,593.4223,593.3093,605.0,601.78967966,605.0,601.78967966,601.0,597.78967966
913,598.9474,594.87,605.0,600.6636111,617.0,612.6636111,606.0,601.66378792
914,576.1857,577.1666,586.0,582.89608056,584.0,580.89608056,585.0,581.89661034
915,573.6579,573.5967,581.0,578.11834265,574.0,571.11834265,581.0,578.11834265
916,729.9448,729.5819,737.0,732.58550476,745.0,740.58550476,739.0,734.58520716
917,501.6933,502.0231,514.0,510.78939464,510.0,506.78939464,509.0,505.7895435
918,670.6604,672.1708,683.0,678.79123928,690.0,685.79123928,676.0,671.79123928
919,643.2343,643.527,654.0,649.61499369,654.0,649.61499369,652.0,647.61517901
920,640.0132,640.3844,651.0,646.79007606,652.0,647.79007606,646.0,641.79007606
921,751.4056,749.1786,760.0,755.52565338,758.0,753.52565338,761.0,756.52565338
922,948.8911,948.6755,957.0,952.43054617,954.0,949.43054617,954.0,949.43074983
923,583.9562,582.7422,590.0,586.79280997,587.0,583.79280997,594.0,590.79318514
924,496.8846,496.8407,506.0,502.79976679,511.0,507.79976679,505.0,501.80037319
925,799.8759,801.1757,811.0,806.53053445,811.0,806.53053445,810.0,805.53073698
926,601.319,601.7872,609.0,605.91957019,613.0,609.91957019,609.0,605.91957019
927,1012.295,1013.799,1020.0,1015.92436202,1030.0,1025.92436202,1023.0,1018.92455586
928,756.5541,758.4736,773.0,768.99561466,760.0,755.99561466,765.0,760.99580933
929,633.0125,634.0048,643.0,638.89110136,635.0,630.89110136,641.0,636.89110136
930,509.9577,511.1928,515.0,511.78941191,520.0,516.78941191,520.0,516.78941191
931,615.485,615.7487,623.0,619.10635716,626.0,622.10635716,622.0,618.10635716
932,492.1495,490.6866,502.0,498.2638435,508.0,504.2638435,501.0,497.26449541
933,832.1272,833.0583,839.0,834.8794768,837.0,832.8794768,839.0,834.8796813
934,608.693,612.4219,621.0,616.975756,627.0,622.975756,619.0,614.97528953
935,505.3214,509.8088,519.0,515.75692525,519.0,515.75692525,515.0,511.7570716
936,552.7617,553.2148,560.0,556.84343755,552.0,548.84343755,564.0,560.84380167
937,573.3583,574.3344,583.0,579.5343818,577.0,573.5343818,583.0,579.53494374
938,602.4482,603.7228,612.0,608.84104322,601.0,597.84104322,610.0,606.84104322
939,693.3738,695.4545,714.0,709.57258234,710.0,705.57258234,711.0,706.5727781
940,478.6239,478.7388,486.0,482.41467235,486.0,482.41467235,489.0,485.41483267
941,659.3872,660.0009,667.0,663.26719423,669.0,665.26719423,670.0,666.26675735
942,694.7413,692.9646,688.0,683.63297696,689.0,684.63297696,697.0,692.63317234
943,641.5073,640.7265,650.0,646.5524989,644.0,640.5524989,647.0,643.55265851
944,587.2015,588.1296,596.0,591.67957508,600.0,595.67957508,596.0,591.67957508
945,573.9994,573.8657,581.0,576.79530372,578.0,573.79530372,582.0,577.79530372
946,561.5233,558.5384,568.0,564.76210962,560.0,556.76210962,569.0,565.76210962
947,449.8329,449.3459,458.0,454.68506116,478.0,474.68506116,458.0,454.6852176
948,748.0628,748.9037,756.0,751.78542516,755.0,750.78542516,778.0,773.78562624
949,633.7459,634.1493,644.0,640.34491232,644.0,640.34491232,644.0,640.34491232
950,757.5363,759.5928,769.0,764.31719576,774.0,769.31719576,765.0,760.31740947
951,566.9803,565.9104,574.0,570.50853317,578.0,574.50853317,574.0,570.50896225
952,580.0911,580.434,589.0,585.52918735,573.0,569.52918735,590.0,586.5287774
953,631.4586,631.4277,639.0,634.55066374,644.0,639.55066374,640.0,635.55084497
954,567.1036,567.5891,575.0,571.8144602,577.0,573.8144602,573.0,569.81485355
955,613.5851,612.9947,620.0,616.79190156,617.0,613.79190156,620.0,616.79201366
956,539.4424,537.6995,546.0,542.64876886,541.0,537.64876886,544.0,540.64889703
957,650.3455,651.2014,661.0,657.79866101,660.0,656.79866101,659.0,655.79866101
958,570.6548,571.589,579.0,575.14894121,577.0,573.14894121,582.0,578.14911111
959,541.8739,541.7425,549.0,545.8438506,549.0,545.8438506,552.0,548.84398332
960,522.6451,523.4693,533.0,529.82748349,533.0,529.82748349,532.0,528.82748349
961,708.4633,709.5402,719.0,715.30648641,715.0,711.30648641,718.0,714.30618945
962,634.8873,635.1851,642.0,637.81095539,643.0,638.81095539,643.0,638.81095539
963,481.1758,481.4169,487.0,483.46965434,488.0,484.46965434,491.0,487.46981158
964,561.1481,560.4708,569.0,566.11079846,554.0,551.11079846,569.0,566.11079846
965,577.1068,576.394,585.0,581.62125432,581.0,577.62125432,582.0,578.62125432
966,608.0959,606.9959,615.0,611.9625758,617.0,613.9625758,617.0,613.96266885
967,491.7151,491.2666,501.0,497.52677519,498.0,494.52677519,500.0,496.52693422
968,560.2162,554.3638,564.0,560.86688407,563.0,559.86688407,570.0,566.86688407
969,526.6367,525.9123,535.0,531.28094033,536.0,532.28094033,534.0,530.28141105
970,647.0643,647.2639,656.0,652.36056759,656.0,652.36056759,658.0,654.36056759
971,637.2205,634.8605,641.0,637.35964424,641.0,637.35964424,640.0,636.35964424
972,596.06,596.6175,604.0,600.74766026,604.0,600.74766026,605.0,601.7482025
973,608.6863,609.4026,619.0,615.98903282,610.0,606.98903282,615.0,611.98903282
974,691.9396,693.4855,698.0,693.59999674,702.0,697.59999674,703.0,698.59968693
975,618.3674,619.8589,628.0,624.57412393,620.0,616.57412393,627.0,623.57424424
976,510.7981,511.7029,517.0,513.61390302,530.0,526.61390302,516.0,512.61406233
977,558.322,556.895,566.0,562.70619295,564.0,560.70619295,566.0,562.70632831
978,706.2322,705.1324,715.0,711.32856386,718.0,714.32856386,716.0,712.32856386
979,599.5071,598.7781,597.0,593.50981226,598.0,594.50981226,600.0,596.50981226
980,791.3512,790.3964,800.0,795.47817537,799.0,794.47817537,799.0,794.47837027
