,tdx12_RioClaro,tdx30_RioClaro,srtm30_RioClaro,srtm30_wgs84_RioClaro,aster30_RioClaro,aster30_wgs84_RioClaro,aw3d30_RioClaro,aw3d30_wgs84_RioClaro
0,542.7656,542.5797,549.0,545.63276505,561.0,557.63276505,551.0,547.63276505
1,593.9855,594.5052,600.0,595.55688445,603.0,598.55688445,604.0,599.55688445
2,681.6071,681.3749,691.0,687.53119261,681.0,677.53119261,688.0,684.53119261
3,598.965,599.1068,608.0,604.54761261,614.0,610.54761261,606.0,602.54815861
4,542.5737,542.2026,551.0,547.63835302,553.0,549.63835302,553.0,549.63889482
5,612.6641,613.0928,622.0,618.12914486,634.0,630.12914486,621.0,617.12866914
6,817.608,817.2425,826.0,821.09163587,828.0,823.09163587,828.0,823.09185957
7,709.827,710.417,723.0,718.58421413,719.0,714.58421413,718.0,713.58421413
8,513.1719,513.8337,525.0,521.20759839,515.0,511.20759839,521.0,517.20777944
9,643.5699,642.355,647.0,643.81806503,644.0,640.81806503,648.0,644.81819098
10,662.5616,662.1849,673.0,669.29235961,673.0,669.29235961,671.0,667.2919189
11,667.8759,668.3201,676.0,672.19017679,669.0,665.19017679,676.0,672.19017679
12,612.4584,612.817,620.0,616.28637385,627.0,623.28637385,621.0,617.28591703
13,597.34,597.6116,606.0,602.07708307,610.0,606.07708307,605.0,601.07662255
14,636.3313,635.8692,645.0,641.28872562,644.0,640.28872562,644.0,640.28886809
15,725.8649,726.1528,730.0,726.0170509,728.0,724.0170509,736.0,732.0170509
16,614.1932,613.795,621.0,617.31726889,608.0,604.31726889,621.0,617.31740338
17,496.4814,496.417,503.0,499.97819475,503.0,499.97819475,506.0,502.97830713
18,570.6545,571.7763,580.0,576.62532929,569.0,565.62532929,577.0,573.6254451
19,562.4565,561.1837,568.0,564.83649525,555.0,551.83649525,568.0,564.83649525
20,617.1979,616.1791,624.0,619.981302,631.0,626.981302,623.0,618.98083478
21,625.9445,625.8201,633.0,628.89090511,650.0,645.89090511,634.0,629.89090511
22,528.863,528.5777,537.0,534.06987953,538.0,535.06987953,534.0,531.06987953
23,570.6326,570.3129,580.0,576.62479438,566.0,562.62479438,578.0,574.62479438
24,596.709,596.0784,606.0,602.88107898,599.0,595.88107898,604.0,600.88107898
25,525.3734,525.4877,532.0,528.95574724,534.0,530.95574724,536.0,532.95585528
26,668.7587,669.2249,672.0,668.3933273,677.0,673.3933273,677.0,673.39346389
27,523.1446,521.7751,529.0,525.6922845,523.0,519.6922845,529.0,525.6922845
28,873.2512,872.7932,882.0,877.20899758,884.0,879.20899758,882.0,877.20921218
29,683.2215,683.2657,692.0,687.85141075,696.0,691.85141075,691.0,686.85160248
30,555.0227,553.5806,563.0,560.0895986,551.0,548.0895986,564.0,561.08967083
31,589.8245,592.548,602.0,597.96431887,600.0,595.96431887,608.0,603.96383989
32,526.4776,527.4006,532.0,528.7925529,537.0,533.7925529,535.0,531.79269311
33,655.1768,655.0758,664.0,660.32420199,666.0,662.32420199,664.0,660.32420199
34,694.7472,694.6014,703.0,698.65779396,700.0,695.65779396,705.0,700.65800528
35,555.6034,556.8358,567.0,563.85261507,573.0,569.85261507,564.0,560.85275718
36,592.6802,592.3231,602.0,598.68337012,588.0,584.68337012,602.0,598.68376456
37,625.7963,624.9811,635.0,631.06942967,635.0,631.06942967,636.0,632.06895758
38,644.4886,644.8014,653.0,649.28515892,634.0,630.28515892,654.0,650.28515892
39,633.6517,633.4232,644.0,639.59544661,637.0,632.59544661,643.0,638.59544661
40,605.3046,605.7945,614.0,610.50936374,612.0,608.50936374,618.0,614.50936374
41,538.7126,539.4573,549.0,545.45458918,550.0,546.45458918,548.0,544.45502404
42,638.4699,630.1221,638.0,634.12179902,634.0,630.12179902,655.0,651.12196727
43,751.2694,751.5583,761.0,756.43094529,761.0,756.43094529,763.0,758.43113689
44,575.0811,574.861,583.0,578.74269977,577.0,572.74269977,581.0,576.74286442
45,552.2961,553.0934,584.0,580.17899382,577.0,573.17899382,559.0,555.17899382
46,582.3458,586.5035,594.0,589.72778978,598.0,593.72778978,595.0,590.72795345
47,785.6691,786.5948,796.0,791.69966639,794.0,789.69966639,794.0,789.69966639
48,717.8289,721.1293,728.0,723.68316198,730.0,725.68316198,729.0,724.68316198
49,765.9713,767.2474,772.0,768.09248589,767.0,763.09248589,773.0,769.09267802
50,580.3813,580.5688,586.0,582.21613979,576.0,572.21613979,590.0,586.21613979
51,681.8849,680.921,692.0,688.20974211,683.0,679.20974211,692.0,688.20974211
52,608.8655,609.3425,617.0,612.95937823,623.0,618.95937823,616.0,611.95953512
53,512.1162,511.7111,517.0,513.67849525,529.0,525.67849525,517.0,513.67864872
54,622.8801,623.4161,633.0,629.05262695,642.0,638.05262695,629.0,625.05262695
55,595.7634,595.9684,606.0,601.81896492,602.0,597.81896492,603.0,598.81913206
56,578.9024,579.4941,593.0,589.0611035,585.0,581.0611035,590.0,586.0611035
57,595.4078,594.1382,604.0,599.75564529,613.0,608.75564529,603.0,598.75583483
58,558.101,559.2807,569.0,565.78136649,559.0,555.78136649,565.0,561.78175149
59,579.561,579.1162,588.0,584.39566608,593.0,589.39566608,586.0,582.39626778
60,529.9983,535.2845,543.0,540.02120095,544.0,541.02120095,539.0,536.02120095
61,677.2667,677.1328,684.0,680.27079388,684.0,680.27079388,686.0,682.27079388
62,652.5409,652.6031,661.0,657.89329027,661.0,657.89329027,658.0,654.89340725
63,566.2559,565.2,576.0,572.70335977,572.0,568.70335977,576.0,572.70377859
64,541.7895,540.3764,549.0,546.00976638,552.0,549.00976638,550.0,547.00976638
65,485.4736,488.1415,494.0,490.18395404,497.0,493.18395404,494.0,490.18413511
66,647.0636,647.5789,658.0,654.32205388,659.0,655.32205388,657.0,653.3222178
67,636.0339,636.7877,645.0,640.77701774,650.0,645.77701774,645.0,640.77701774
68,609.2903,617.7151,623.0,619.95136575,618.0,614.95136575,619.0,615.95170796
69,631.2492,630.0812,636.0,631.81258918,646.0,641.81258918,637.0,632.81258918
70,580.0378,579.4102,587.0,583.42046732,586.0,582.42046732,589.0,585.42061435
71,528.1733,531.3797,534.0,530.76238789,564.0,560.76238789,538.0,534.76288528
72,991.4026,992.8702,1001.0,996.89977269,1005.0,1000.89977269,999.0,994.89927978
73,607.4449,606.9059,615.0,611.05881508,611.0,607.05881508,614.0,610.05850926
74,526.1222,526.7367,535.0,531.39332726,536.0,532.39332726,542.0,538.39349132
75,542.2632,541.3885,543.0,539.16963064,548.0,544.16963064,552.0,548.16981602
76,564.7559,562.2153,572.0,568.17668468,574.0,570.17668468,576.0,572.1762147
77,663.0522,663.0817,681.0,677.00131773,671.0,667.00131773,677.0,673.00131773
78,563.056,563.149,574.0,570.63568901,570.0,566.63568901,572.0,568.63580349
79,481.2873,480.5134,489.0,485.50508281,490.0,486.50508281,490.0,486.5052527
80,513.8698,514.1687,521.0,517.81446947,521.0,517.81446947,520.0,516.81461483
81,580.5106,578.9395,587.0,583.18199252,586.0,582.18199252,588.0,584.18199252
82,572.2867,569.9091,580.0,577.03537868,578.0,575.03537868,583.0,580.03537868
83,569.5809,570.229,579.0,575.77289407,581.0,577.77289407,579.0,575.77329215
84,526.8015,525.6972,538.0,534.29202913,541.0,537.29202913,538.0,534.29249448
85,579.2311,578.9797,587.0,583.62215121,576.0,572.62215121,585.0,581.62255846
86,772.6021,772.5173,783.0,778.58321447,783.0,778.58321447,782.0,777.58291733
87,632.1923,630.9448,640.0,635.6840891,643.0,638.6840891,641.0,636.6840891
88,681.7596,681.4689,694.0,689.72037696,708.0,703.72037696,694.0,689.72058687
89,751.2526,750.9878,757.0,752.34916662,767.0,762.34916662,758.0,753.34936938
90,682.1627,682.7653,693.0,688.62272561,702.0,697.62272561,691.0,686.62272561
91,634.7933,635.7806,647.0,642.89041669,640.0,635.89041669,644.0,639.89041669
92,547.0912,546.2472,558.0,554.52438319,551.0,547.52438319,558.0,554.52497969
93,580.2756,583.7433,596.0,592.45056698,592.0,588.45056698,590.0,586.45027289
94,678.4387,680.0677,691.0,687.32992254,685.0,681.32992254,686.0,682.32962564
95,576.6335,572.5549,582.0,578.79551883,580.0,576.79551883,581.0,577.79565403
96,550.2875,550.4315,557.0,553.86118117,542.0,538.86118117,559.0,555.86118117
97,670.8984,671.1503,678.0,673.74393672,679.0,674.74393672,684.0,679.74411766
98,528.4081,529.4767,539.0,535.33495814,541.0,537.33495814,535.0,531.33513183
99,531.3831,531.9762,543.0,539.61978822,545.0,541.61978822,541.0,537.61991056
100,591.0419,590.6472,601.0,596.61723334,605.0,600.61723334,599.0,594.61740586
101,490.1527,489.9333,497.0,493.63026751,503.0,499.63026751,498.0,494.6304224
102,640.9781,640.4268,649.0,644.65416339,654.0,649.65416339,650.0,645.65416339
103,612.6288,613.3032,622.0,618.22772722,628.0,624.22772722,622.0,618.22772722
104,627.7816,628.046,632.0,628.07478235,627.0,623.07478235,639.0,635.07478235
105,529.2437,529.2769,537.0,533.60612277,544.0,540.60612277,538.0,534.60653494
106,585.2854,584.9982,589.0,585.52690476,587.0,583.52690476,592.0,588.52707
107,574.0733,573.8329,581.0,577.66543524,579.0,575.66543524,579.0,575.66555495
108,646.713,646.9918,655.0,651.27452051,661.0,657.27452051,658.0,654.27406366
109,596.6711,595.9298,609.0,606.00799736,601.0,598.00799736,608.0,605.00799736
110,483.2209,482.0688,492.0,488.26166568,501.0,497.26166568,491.0,487.26232381
111,467.7419,468.2752,477.0,473.85777767,473.0,469.85777767,477.0,473.85791442
112,552.8157,553.1227,561.0,558.07284297,554.0,551.07284297,559.0,556.07284297
113,603.9899,599.7942,608.0,604.04710582,613.0,609.04710582,611.0,607.04662031
114,688.3481,686.7969,700.0,695.57772946,704.0,699.57772946,701.0,696.57772946
115,537.627,538.184,546.0,542.48657008,547.0,543.48657008,545.0,541.48673571
116,672.9619,673.0379,688.0,683.75302161,686.0,681.75302161,682.0,677.75302161
117,735.0225,734.7865,747.0,742.43845754,742.0,737.43845754,743.0,738.43815708
118,571.3466,571.0314,576.0,572.77578331,579.0,575.77578331,580.0,576.77617376
119,630.1428,630.2318,641.0,636.70852515,640.0,635.70852515,643.0,638.7080345
120,455.6381,455.4795,465.0,461.92507778,467.0,463.92507778,467.0,463.92520181
121,641.0461,638.7899,662.0,659.14401686,642.0,639.14401686,648.0,645.14401686
122,640.6938,640.1607,646.0,641.9997259,635.0,630.9997259,646.0,641.9997259
123,597.7793,598.8128,605.0,601.63138028,601.0,597.63138028,608.0,604.63138028
124,623.1915,622.686,629.0,626.06130544,612.0,609.06130544,629.0,626.06130544
125,491.8538,493.7973,501.0,497.37199279,502.0,498.37199279,500.0,496.37216889
126,732.1994,732.9628,755.0,750.5866444,749.0,744.5866444,741.0,736.5863458
127,600.2134,600.4395,604.0,600.0484571,611.0,607.0484571,609.0,605.0484571
128,599.2819,599.689,608.0,604.94473775,600.0,596.94473775,606.0,602.94473775
129,917.7262,916.371,922.0,917.7132142,922.0,917.7132142,925.0,920.71342144
130,587.5746,586.7192,597.0,594.02140532,593.0,590.02140532,596.0,593.02140532
131,475.5156,476.0181,484.0,480.56514687,482.0,478.56514687,486.0,482.56529612
132,592.5076,590.6471,599.0,595.584074,581.0,577.584074,599.0,595.5836769
133,573.9625,573.914,582.0,578.22707808,585.0,581.22707808,581.0,577.22678135
134,745.8715,749.2111,757.0,752.14357126,761.0,756.14357126,757.0,752.14379419
135,928.5892,928.4365,936.0,931.83647434,935.0,930.83647434,938.0,933.83667544
136,505.2431,503.2049,510.0,506.61024347,507.0,503.61024347,512.0,508.61040126
137,518.9969,520.2111,529.0,525.14273445,533.0,529.14273445,528.0,524.14340797
138,581.9177,581.9678,590.0,586.89056211,587.0,583.89056211,589.0,585.89094207
139,666.0911,665.9669,674.0,670.213833,669.0,665.213833,674.0,670.21337673
140,597.4718,597.6712,610.0,606.52108362,600.0,596.52108362,603.0,599.52123115
141,599.3677,600.4377,609.0,605.20588346,603.0,599.20588346,609.0,605.2060305
142,572.7174,574.2082,584.0,580.23690612,581.0,577.23690612,582.0,578.23660905
143,505.2903,505.9426,515.0,511.77524612,523.0,519.77524612,515.0,511.77539639
144,509.9158,510.291,517.0,513.64004232,512.0,508.64004232,515.0,511.64016744
145,647.9609,649.6672,659.0,654.8483189,665.0,660.8483189,658.0,653.84850506
146,550.1088,547.7733,556.0,552.54001959,553.0,549.54001959,562.0,558.54063743
147,600.6263,600.5898,611.0,607.1261317,620.0,616.1261317,611.0,607.12583367
148,495.06,495.9712,507.0,503.53543688,500.0,496.53543688,505.0,501.53559209
149,588.6838,588.85,596.0,593.11784884,579.0,576.11784884,599.0,596.11784884
150,785.5559,783.1984,794.0,789.57483539,793.0,788.57483539,793.0,788.57502888
151,774.9869,774.4542,770.0,765.4733775,778.0,773.4733775,772.0,767.47359202
152,517.9005,517.6152,525.0,521.70228687,522.0,518.70228687,527.0,523.7027015
153,562.2148,561.3105,568.0,564.83428781,566.0,562.83428781,570.0,566.83477845
154,659.5385,660.2439,668.0,663.78310258,663.0,658.78310258,668.0,663.78261522
155,613.007,613.5878,620.0,615.73173757,630.0,625.73173757,619.0,614.73173757
156,578.4563,578.5851,586.0,581.7156102,579.0,574.7156102,586.0,581.7156102
157,592.8508,594.9523,605.0,601.72464113,604.0,600.72464113,600.0,596.72504128
158,584.4869,585.2625,592.0,587.63919316,582.0,577.63919316,597.0,592.6386983
159,768.4225,770.6366,791.0,786.36106017,782.0,777.36106017,779.0,774.36127299
160,633.3716,632.5151,648.0,644.19937378,635.0,631.19937378,634.0,630.19937378
161,472.3093,470.5486,482.0,478.36976506,481.0,477.36976506,485.0,481.36993426
162,646.9311,646.6779,656.0,652.28189323,660.0,656.28189323,658.0,654.28189323
163,741.8694,742.1641,748.0,743.98269305,745.0,740.98269305,748.0,743.98269305
164,896.3855,895.8565,907.0,902.25089228,916.0,911.25089228,904.0,899.2511035
165,705.3849,703.9506,712.0,707.74067779,707.0,702.74067779,717.0,712.74067779
166,700.2051,702.1946,713.0,708.83308104,715.0,710.83308104,709.0,704.83327703
167,674.5003,673.8729,674.0,669.98113498,678.0,673.98113498,702.0,697.98113498
168,643.5912,643.0792,650.0,646.47306395,651.0,647.47306395,653.0,649.47320166
169,537.3253,538.1108,547.0,543.82803746,555.0,551.82803746,549.0,545.82817215
170,656.7454,655.9734,666.0,661.74071066,665.0,660.74071066,664.0,659.74071066
171,645.1385,644.8585,655.0,651.18332246,654.0,650.18332246,654.0,650.18332246
172,468.1624,468.3171,477.0,473.75133282,481.0,477.75133282,478.0,474.75148193
173,585.9573,587.5678,597.0,592.75753484,597.0,592.75753484,594.0,589.75753484
174,598.6024,598.7895,603.0,598.66353995,605.0,600.66353995,607.0,602.66304683
175,626.2222,627.0747,635.0,631.83395918,639.0,635.83395918,639.0,635.83408085
176,677.7758,675.3497,692.0,687.74500674,684.0,679.74500674,689.0,684.74470064
177,566.166,566.1743,579.0,575.7074866,579.0,575.7074866,577.0,573.70762315
178,512.9442,513.2786,522.0,518.6921446,523.0,519.6921446,521.0,517.69229333
179,575.3547,576.7233,586.0,583.14429796,572.0,569.14429796,584.0,581.14429796
180,617.1727,617.486,626.0,622.29013425,623.0,619.29013425,626.0,622.29013425
181,672.8658,672.9334,682.0,677.91370145,684.0,679.91370145,683.0,678.91370145
182,637.3451,636.8743,644.0,640.02378099,647.0,643.02378099,646.0,642.02396088
183,762.949,762.7533,772.0,767.76394067,766.0,761.76394067,771.0,766.76413834
184,654.8545,654.5532,662.0,658.37911839,669.0,665.37911839,666.0,662.37882201
185,605.7226,607.6168,616.0,611.30808798,618.0,613.30808798,616.0,611.30830776
186,717.0902,722.3607,735.0,730.74684404,731.0,726.74684404,732.0,727.74703828
187,594.565,594.8055,600.0,595.7878717,608.0,603.7878717,604.0,599.7880361
188,663.6735,663.546,674.0,669.88982672,665.0,660.88982672,673.0,668.88982672
189,579.0097,582.4459,593.0,589.84873788,596.0,592.84873788,593.0,589.84926593
190,649.1165,648.4647,659.0,655.53338164,651.0,647.53338164,659.0,655.53338164
191,622.0769,622.24,631.0,626.96703326,639.0,634.96703326,626.0,621.96656443
192,722.6398,722.3181,727.0,722.41412672,734.0,729.41412672,730.0,725.41434413
193,539.9602,540.2584,550.0,546.607859,549.0,545.607859,548.0,544.60840296
194,707.0295,708.7777,716.0,711.70420144,714.0,709.70420144,716.0,711.70438731
195,601.6912,602.5449,610.0,605.88855222,612.0,607.88855222,612.0,607.88825083
196,688.9423,689.0954,710.0,706.0593369,702.0,698.0593369,695.0,691.05887941
197,462.3245,461.6118,469.0,465.54864348,470.0,466.54864348,469.0,465.54881069
198,556.7969,558.0797,569.0,566.08582537,565.0,562.08582537,565.0,562.08582537
199,461.8296,462.2423,470.0,466.61352322,481.0,477.61352322,471.0,467.61368392
200,703.7618,705.3326,714.0,709.92259734,718.0,713.92259734,712.0,707.92259734
201,789.7909,789.6918,798.0,793.39350549,800.0,795.39350549,797.0,792.39350549
202,609.5266,604.5203,597.0,592.95195633,603.0,598.95195633,599.0,594.95195633
203,701.9388,702.5036,709.0,704.99179399,704.0,699.99179399,710.0,705.9913191
204,589.9078,588.9398,597.0,593.00491028,598.0,594.00491028,599.0,595.00509016
205,758.7747,753.4609,753.0,748.64366274,755.0,750.64366274,752.0,747.64387224
206,604.4281,604.7611,612.0,608.63406443,616.0,612.63406443,612.0,608.63406443
207,654.4539,655.1824,664.0,660.02821136,662.0,658.02821136,663.0,659.02835418
208,506.7575,506.3627,516.0,512.07794691,519.0,515.07794691,515.0,511.07813418
209,589.4576,590.1895,597.0,592.65968413,600.0,595.65968413,596.0,591.65968413
210,743.8771,744.7921,755.0,750.58173019,753.0,748.58173019,753.0,748.58192487
211,622.6337,623.023,634.0,630.09113746,632.0,628.09113746,635.0,631.09066389
212,737.6078,737.3817,747.0,742.56388406,753.0,748.56388406,748.0,743.56358462
213,618.6801,618.9442,629.0,625.95235072,626.0,622.95235072,628.0,624.9524555
214,808.2275,807.3964,816.0,811.48477409,816.0,811.48477409,816.0,811.48446999
215,550.9276,548.6736,556.0,552.76320348,556.0,552.76320348,555.0,551.76320348
216,999.4706,996.4003,1005.0,1000.66824016,1001.0,996.66824016,1012.0,1007.66842895
217,664.5995,665.0087,674.0,670.14138809,652.0,648.14138809,676.0,672.14138809
218,617.0696,616.4647,626.0,622.55357219,634.0,630.55357219,624.0,620.55370854
219,670.1656,669.9495,678.0,673.97305155,673.0,668.97305155,678.0,673.97321254
220,716.4395,716.2459,726.0,721.9599455,723.0,718.9599455,725.0,720.96011387
221,572.3603,573.0852,598.0,593.96644295,585.0,580.96644295,583.0,578.96644295
222,593.4349,593.6769,604.0,599.66986905,602.0,597.66986905,602.0,597.66986905
223,578.3002,578.0801,586.0,581.7461008,594.0,589.7461008,584.0,579.74626534
224,562.0372,561.6215,569.0,565.70729118,571.0,567.70729118,567.0,563.70729118
225,522.2772,523.2694,535.0,531.6105512,523.0,519.6105512,531.0,527.61070417
226,614.3024,615.5419,622.0,618.09830078,621.0,617.09830078,624.0,620.09848123
227,469.8102,470.0333,481.0,477.47430673,478.0,474.47430673,479.0,475.47430673
228,575.0043,570.2562,577.0,573.58153665,577.0,573.58153665,584.0,580.58153665
229,686.8465,686.675,689.0,684.97738137,688.0,683.97738137,702.0,697.97738137
230,602.3368,603.0014,612.0,608.33219589,613.0,609.33219589,611.0,607.33264955
231,539.9642,540.9316,548.0,544.48697829,546.0,542.48697829,551.0,547.48714175
232,474.5783,475.4929,486.0,482.48789961,481.0,477.48789961,483.0,479.48806075
233,519.1476,518.7656,525.0,521.48366864,530.0,526.48366864,526.0,522.48383978
234,527.1664,526.3208,536.0,532.20816496,536.0,532.20816496,536.0,532.20769342
235,519.5864,519.6169,527.0,523.98316142,531.0,527.98316142,532.0,528.9832704
236,589.4122,582.8024,591.0,587.90412949,581.0,577.90412949,593.0,589.90412949
237,550.8645,551.8277,560.0,556.51096107,566.0,562.51096107,559.0,555.51112578
238,582.5745,582.3392,591.0,588.11456428,583.0,580.11456428,590.0,587.11456428
239,590.1637,591.3531,604.0,600.08210041,602.0,598.08210041,594.0,590.08180315
240,765.558,765.3582,782.0,777.50619789,781.0,776.50619789,789.0,784.50619789
241,481.2381,484.251,495.0,491.76446461,488.0,484.76446461,488.0,484.76461417
242,525.3165,525.2531,535.0,531.62664262,533.0,529.62664262,530.0,526.62664262
243,576.5005,577.6012,587.0,583.65588131,575.0,571.65588131,584.0,580.65601471
244,605.6105,605.3845,612.0,607.63779618,617.0,612.63779618,613.0,608.63779618
245,531.8899,533.662,541.0,537.43519148,543.0,539.43519148,543.0,539.43564781
246,723.8385,724.1991,736.0,731.60129849,740.0,735.60129849,734.0,729.60129849
247,563.1694,563.7811,573.0,569.62577172,568.0,564.62577172,569.0,565.62618814
248,583.4617,584.6011,594.0,590.05267869,599.0,595.05267869,590.0,586.05238053
249,522.841,521.7348,530.0,526.65073636,524.0,520.65073636,532.0,528.65129241
250,577.0486,577.2844,586.0,582.75410784,574.0,570.75410784,586.0,582.75410784
251,853.1948,854.4877,863.0,858.25023637,860.0,855.25023637,861.0,856.25023637
252,652.2742,652.3415,659.0,654.97545096,659.0,654.97545096,662.0,657.97545096
253,631.7339,632.7773,644.0,639.68918865,635.0,630.68918865,644.0,639.68937132
254,673.5441,673.4543,682.0,678.40102545,681.0,677.40102545,681.0,677.40058627
255,652.7981,652.9091,661.0,657.50872809,657.0,653.50872809,660.0,656.50872809
256,551.7394,551.3355,560.0,556.7263476,560.0,556.7263476,562.0,558.72648253
257,570.8621,573.2389,584.0,580.75365146,580.0,576.75365146,580.0,576.7537716
258,586.9952,587.7313,598.0,594.92792398,597.0,593.92792398,596.0,592.92792398
259,570.4713,570.274,577.0,573.43308166,583.0,579.43308166,577.0,573.43325087
260,716.9156,715.7842,726.0,723.09122085,707.0,704.09122085,726.0,723.09154037
261,628.5808,629.2628,639.0,635.33762731,642.0,638.33762731,636.0,632.33762731
262,624.1754,624.5717,632.0,628.38417718,620.0,616.38417718,632.0,628.38417718
263,718.5646,720.6699,726.0,721.57304127,732.0,727.57304127,728.0,723.57323905
264,589.8243,588.8427,598.0,594.84466397,601.0,597.84466397,593.0,589.84477796
265,598.1026,596.6714,604.0,599.99506473,602.0,597.99506473,605.0,600.99524642
266,580.3818,579.0184,591.0,586.97715661,590.0,585.97715661,589.0,584.97734284
267,532.9857,534.4039,546.0,542.71355122,550.0,546.71355122,538.0,534.71369998
268,617.7477,617.5125,625.0,620.95816367,626.0,621.95816367,623.0,618.95816367
269,568.5276,570.3461,581.0,577.78254383,579.0,575.78254383,578.0,574.78265315
270,555.3578,555.0616,561.0,557.59921213,561.0,557.59921213,564.0,560.59978589
271,658.3323,658.7822,668.0,663.64952216,666.0,661.64952216,669.0,664.64970442
272,728.2273,727.3688,736.0,731.42044618,729.0,724.42044618,741.0,736.42044618
273,712.2932,711.342,724.0,719.69854505,724.0,719.69854505,723.0,718.69854505
274,617.9375,616.8168,621.0,616.84539311,617.0,612.84539311,627.0,622.84539311
275,552.8759,553.1544,560.0,555.62104464,557.0,552.62104464,563.0,558.62104464
276,620.9748,620.0366,630.0,626.23092132,627.0,623.23092132,630.0,626.23092132
277,583.1844,584.7866,594.0,590.02403674,600.0,596.02403674,594.0,590.02355548
278,815.4954,814.6136,824.0,819.67312522,827.0,822.67312522,825.0,820.67282512
279,619.4277,619.9359,630.0,626.48870716,633.0,629.48870716,628.0,624.48913461
280,675.7258,670.3027,682.0,677.84847063,689.0,684.84847063,686.0,681.84865073
281,578.1607,578.8112,589.0,585.09393185,590.0,586.09393185,590.0,586.09412503
282,515.8801,513.6723,520.0,516.46774221,522.0,518.46774221,525.0,521.46791425
283,626.0439,624.2192,631.0,627.31442196,620.0,616.31442196,635.0,631.31399162
284,525.3541,527.5176,537.0,533.56859678,545.0,541.56859678,531.0,527.56859678
285,738.3306,740.2579,747.0,744.0813992,730.0,727.0813992,747.0,744.0813992
286,706.1058,707.0905,717.0,712.97681105,713.0,708.97681105,713.0,708.97697981
287,791.1059,791.2923,805.0,800.25398098,806.0,801.25398098,798.0,793.25420045
288,592.247,591.5222,597.0,592.84068045,594.0,589.84068045,598.0,593.84020172
289,656.0823,655.7751,666.0,662.36112406,638.0,634.36112406,666.0,662.36069478
290,584.6397,585.0922,594.0,590.89692915,588.0,584.89692915,596.0,592.89729729
291,535.6467,536.9784,546.0,542.51836396,554.0,550.51836396,544.0,540.51836396
292,666.3372,668.5999,677.0,672.7077692,676.0,671.7077692,676.0,671.7077692
293,576.1456,574.5552,584.0,581.05296266,577.0,574.05296266,585.0,582.0530414
294,518.3779,519.7546,527.0,524.03453994,525.0,522.03453994,527.0,524.03463261
295,515.9236,517.6912,535.0,531.16745789,522.0,518.16745789,535.0,531.16764277
296,678.1093,678.0571,686.0,682.48161487,668.0,664.48161487,687.0,683.48120448
297,677.9716,677.2536,685.0,681.10448018,664.0,660.10448018,687.0,683.10448018
298,546.4777,544.918,553.0,549.25236311,559.0,555.25236311,557.0,553.25236311
299,775.8664,778.6235,791.0,786.22155201,796.0,791.22155201,789.0,784.22177004
300,520.6754,518.8234,528.0,524.82522773,534.0,530.82522773,527.0,523.82537226
301,638.4995,638.3038,646.0,642.09346148,654.0,650.09346148,646.0,642.09346148
302,492.3327,492.3449,502.0,498.86254805,503.0,499.86254805,501.0,497.8626856
303,569.0624,569.163,576.0,572.71299733,577.0,573.71299733,576.0,572.71351001
304,576.8315,577.0538,590.0,586.51669702,581.0,577.51669702,589.0,585.51728177
305,619.0294,618.3561,627.0,623.13338757,628.0,624.13338757,627.0,623.13338757
306,553.485,550.3096,556.0,552.39400844,567.0,563.39400844,561.0,557.39466292
307,546.6202,542.6862,551.0,547.69019734,555.0,551.69019734,555.0,551.69034306
308,596.5264,597.4059,605.0,601.19957283,610.0,606.19957283,616.0,612.19912682
309,965.3312,965.9988,975.0,970.95337362,980.0,975.95337362,990.0,985.95356685
310,578.8049,578.48,586.0,582.64619703,576.0,572.64619703,588.0,584.64619703
311,879.5769,880.162,890.0,885.18002872,897.0,892.18002872,892.0,887.18002872
312,731.1836,722.0558,708.0,703.47461122,709.0,704.47461122,710.0,705.47482399
313,565.3932,563.0773,573.0,569.15457592,570.0,566.15457592,574.0,570.15476212
314,564.4791,571.1389,574.0,570.71817632,567.0,563.71817632,575.0,571.71817632
315,806.8891,810.6123,814.0,809.37471148,818.0,813.37471148,818.0,813.3749249
316,579.8223,577.8806,586.0,582.07492669,591.0,587.07492669,584.0,580.07461982
317,631.111,631.2567,642.0,638.92667314,632.0,628.92667314,639.0,635.92677793
318,570.6628,570.7342,579.0,575.75632994,562.0,558.75632994,580.0,576.75632994
319,652.0969,652.1511,658.0,654.43729612,661.0,657.43729612,655.0,651.43729612
320,596.3013,595.936,606.0,602.81385629,601.0,597.81385629,603.0,599.81385629
321,532.5842,531.9595,540.0,536.79116996,537.0,533.79116996,545.0,541.79130377
322,531.6578,533.626,540.0,536.60132448,547.0,543.60132448,540.0,536.60147582
323,694.1801,696.0486,709.0,704.57387477,713.0,708.57387477,706.0,701.57387477
324,480.576,480.2813,487.0,483.84658368,484.0,480.84658368,487.0,483.8467178
325,780.8817,782.5607,795.0,790.58246826,801.0,796.58246826,789.0,784.58266949
326,503.2843,504.0516,514.0,510.44585049,507.0,503.44585049,514.0,510.44646456
327,661.6967,662.1566,668.0,663.98009865,660.0,655.98009865,668.0,663.97979595
328,589.1417,588.8793,598.0,594.74747733,597.0,593.74747733,597.0,593.74761053
329,675.3307,674.9147,681.0,677.36669189,683.0,679.36669189,685.0,681.36626309
330,618.6594,618.2341,629.0,625.44449334,626.0,622.44449334,628.0,624.44507394
331,513.8027,513.6789,524.0,520.53147973,516.0,512.53147973,523.0,519.53205347
