level,length,count
20,517548.591468,1813
40,1991546.96328,3361
60,3294525.39957,3306
80,3446610.742801,2728
100,3077255.239106,2130
120,2851553.73871,1545
140,2865382.127504,1282
160,2979427.043537,1359
180,3030760.053867,1160
200,3049400.727525,976
220,3027619.78153,890
240,3002875.422475,831
260,2955620.97851,762
280,2933303.402178,714
300,2900579.432997,574
320,2872713.750715,616
340,2804186.327044,647
360,2737545.776506,560
380,2704256.636802,562
400,2662157.073098,566
420,2638449.158527,543
440,2592567.343234,595
460,2636782.312135,646
480,2638184.085639,675
500,2619774.386443,681
520,2610517.076756,647
540,2610374.085732,645
560,2621573.511666,744
580,2627712.471639,733
600,2652463.00224,770
620,2824217.294494,1117
640,3352931.157311,1894
660,4072422.812424,2690
680,4957731.812235,3304
700,5417956.200113,3389
720,5434984.460473,3438
740,5414147.195083,3358
760,5529311.590514,3335
780,5789489.044337,3376
800,5934885.541718,3605
820,6037411.117699,3656
840,6100082.974898,3999
860,5935106.618052,3898
880,5540114.048016,3827
900,4960700.156348,3571
920,4293072.775957,3066
940,3495822.446627,2580
960,2691062.196882,1986
980,1874881.818857,1590
1000,1147189.870942,1009
1020,660647.152193,619
1040,370234.260234,317
1060,230684.862133,183
1080,154262.245495,125
1100,107170.298761,84
1120,61148.188733,71
1140,40948.285907,35
1160,23827.402716,29
1180,12556.879806,17
1200,6138.246106,6
1220,4461.946197,3
1240,3103.889131,3
1260,2759.390412,4
1280,1345.026846,5
