level,length,count
5,7485558.600697,20452
10,6952686.25207,10563
15,6129441.357494,6952
20,5967496.750515,4705
25,6205482.123419,3711
30,6087486.13615,2971
35,6015328.486162,2376
40,6019765.545163,2181
45,6044509.426587,1937
50,5989335.286213,1696
55,5949741.606846,1630
60,5924354.977378,1549
65,5924585.295502,1492
70,5925318.275841,1423
75,5879491.343723,1378
80,5841454.201275,1313
85,5770043.785898,1305
90,5710804.57807,1321
95,5653907.829747,1230
100,5491963.167717,1215
105,5513758.763435,1144
110,5425676.765746,1105
115,5357233.519558,1066
120,5280287.711496,1067
125,5204539.277002,1008
130,5147414.639658,1005
135,5081547.647844,970
140,4989230.425255,922
145,4898882.029346,923
150,4804488.33553,934
155,4732167.222813,949
160,4575525.847143,891
165,4498699.188017,862
170,4470998.346925,850
175,4548879.36484,821
180,4520006.671842,778
185,4477281.611749,727
190,4457857.782137,755
195,4408377.057924,775
200,4361955.793547,766
205,4344620.273285,727
210,4329767.108827,764
215,3906575.055726,724
220,3915485.012423,696
225,3887766.001151,609
230,3854139.192569,685
235,3776481.897611,669
240,3677489.678556,660
245,3655143.531544,654
250,3627817.82687,663
255,3608575.084186,634
260,3589958.910582,657
265,3563932.99827,671
270,3508665.029672,636
275,3470424.536891,642
280,3504730.795764,589
285,3469364.902487,618
290,3414244.952283,645
295,3399223.584761,659
300,3377898.404204,710
305,3380536.578476,691
310,3355019.482446,657
315,3332626.285097,635
320,3345701.318795,615
325,3326646.925858,624
330,3309305.120626,607
335,3276629.374453,595
340,3260772.990648,555
345,3226616.456451,573
350,3209835.481278,556
355,3198419.998186,550
360,3145377.273861,525
365,3101935.775042,515
370,3076297.758939,519
375,3041318.955437,474
380,3000393.17528,502
385,2977641.369619,489
390,2957208.563487,461
395,2938600.693637,473
400,2929139.586477,486
405,2924277.007985,504
410,2914702.714361,512
415,2904471.266514,485
420,2901861.811235,479
425,2904643.894883,452
430,2890021.329153,509
435,2848181.217475,473
440,2824734.512925,443
445,2801401.334452,468
450,2361219.682564,464
455,2348192.291297,431
460,2325839.619827,448
465,2319104.919997,486
470,2316402.840196,469
475,2307185.557948,449
480,2298057.554723,509
485,2275729.412548,472
490,2266149.559466,446
495,2250363.475722,471
500,2234096.007765,487
505,2208590.700661,445
510,2194232.542642,476
515,2140843.738106,431
520,2110889.304461,422
525,2094452.881533,379
530,2083181.686456,403
535,2073424.069697,402
540,2041680.978184,424
545,2014188.831106,408
550,1990885.729861,418
555,1962531.586627,404
560,1942284.902039,362
565,1929911.164252,390
570,1915955.660811,363
575,1902293.465785,356
580,1892954.104989,336
585,1881349.15328,319
590,1869307.684979,338
595,1850349.902672,370
600,1826603.212967,361
605,1720630.877599,359
610,1709779.01433,361
615,1697355.980241,342
620,1693483.933592,324
625,1683216.936567,338
630,1654105.698295,315
635,1640333.80089,314
640,1627050.911677,301
645,1603521.41597,298
650,1585303.454718,287
655,1571802.600073,275
660,1564043.308051,282
665,1503057.433651,304
670,1496640.579087,293
675,1486289.992866,306
680,1486806.051578,264
685,1474350.781247,275
