level,length,count
690,1463003.397632,295
695,1457788.421905,283
700,1439779.096935,282
705,1366325.46894,301
710,1356263.431265,317
715,1338673.808155,296
720,1324601.512985,316
725,1301470.459608,299
730,1285867.79042,297
735,1262260.377147,280
740,1245634.257435,291
745,1230124.19316,268
750,1199772.026735,264
755,1193287.316239,239
760,1185778.760163,263
765,1180249.220426,242
770,1169954.916967,267
775,890850.680148,249
780,880581.709015,259
785,872219.493106,255
790,867332.242356,277
795,859803.975014,293
800,850607.408429,292
805,835442.424089,258
810,820037.738289,290
815,805377.22086,299
820,788061.203308,323
825,768399.385382,315
830,748430.14085,305
835,731800.196355,296
840,709797.654355,288
845,694687.334081,280
850,659608.073054,272
855,635873.396329,271
860,613718.645193,251
865,595996.124616,259
870,570658.13261,243
875,547466.981329,250
880,527458.927107,204
885,511973.236187,214
890,487898.490805,198
895,469889.411468,199
900,453115.117451,191
905,436733.319942,159
910,421958.145907,152
915,407496.343623,157
920,391352.289711,142
925,377456.868362,136
930,364792.510913,130
935,350113.055194,125
940,338222.997749,115
945,324997.551136,113
950,311528.93705,90
955,302079.067704,82
960,293326.720545,86
965,283653.054828,79
970,276744.329137,89
975,270152.674656,79
980,264781.927018,71
985,259153.536952,80
990,251326.426631,78
995,245929.408662,61
1000,238968.475343,71
1005,232153.228358,60
1010,226030.081851,62
1015,220552.269007,56
1020,214252.489239,59
1025,208095.368582,51
1030,195783.756497,60
1035,188360.497634,60
1040,183175.060315,52
1045,175754.832817,51
1050,171504.180893,44
1055,168651.417746,54
1060,165687.237503,44
1065,164737.670762,45
1070,160236.897099,47
1075,155769.651773,43
1080,154022.97889,44
1085,148637.054118,42
1090,143903.866082,51
1095,118546.129443,52
1100,111915.096319,54
1105,105754.342874,41
1110,102364.710508,42
1115,98863.248363,45
1120,113365.685488,47
1125,108144.709504,44
1130,101513.958057,40
1135,95392.594709,42
1140,92802.094639,38
1145,91106.635213,45
1150,85652.12426,37
1155,81917.150449,36
1160,79373.228189,35
1165,76468.616912,38
1170,68803.782079,42
1175,64811.404516,31
1180,62377.447978,31
1185,55060.284268,33
1190,50490.155198,28
1195,47329.567996,31
1200,34851.173537,31
1205,30446.668175,32
1210,24194.362063,22
1215,20833.897848,21
1220,18015.298415,16
1225,15752.570127,18
1230,12644.731031,15
1235,9553.62559,15
1240,7960.846145,9
1245,6933.379949,8
1250,5494.706249,4
1255,5122.169737,4
1260,4238.570792,6
1265,2957.569261,7
1270,1870.606158,5
1275,997.277234,3
1280,642.657592,2
1285,447.408887,1
1290,385.285915,1
1295,293.064571,1
1300,118.973944,2
