level,length,count
20,733518.182577,2996
40,3176718.250354,5637
60,4754299.940987,5471
80,5684254.084685,5194
100,5391813.342289,4511
120,5389087.17108,3381
140,5651569.773175,3273
160,6017134.271727,3432
180,6128837.229499,2658
200,6242419.129577,2419
220,6334595.093651,2202
240,6354318.380725,2028
260,6262771.463168,1880
280,6157834.152174,1937
300,6060162.016047,1795
320,5995109.12175,1904
340,5730672.161598,1824
360,5634584.268282,1829
380,5537451.170159,1867
400,5518683.807768,1843
420,5445450.651378,1872
440,5374598.594621,1903
460,5460928.731889,2286
480,5479297.790807,2166
500,5443975.920443,2159
520,5375736.104838,2091
540,5317301.790639,2106
560,5251659.874076,2096
580,5353934.51926,2223
600,5468480.460223,2193
620,5830794.743621,3020
640,6520944.727916,3949
660,7548375.664201,5191
680,9253951.348194,6419
700,10175711.877598,6525
720,10027205.228619,6346
740,10353899.246323,6163
760,10856812.97584,6261
780,11654714.653929,6068
800,11955734.018837,6550
820,11890473.020037,7035
840,11259263.171672,7082
860,10448811.531078,7071
880,9711836.119962,6825
900,7198482.77348,6041
920,5988041.718795,5382
940,5827954.423292,4684
960,4351256.36684,3430
980,2916000.180107,2702
1000,1677361.398383,1756
1020,948676.209747,998
1040,570328.03302,648
1060,345075.680308,331
1080,241842.484928,195
1100,159689.597466,133
1120,93504.521446,102
1140,57165.590622,58
1160,35933.754892,37
1180,20511.445053,32
1200,10487.398295,13
1220,5659.644604,11
1240,4367.329642,4
1260,3531.004058,4
1280,2015.827063,8
1300,405.529419,3
