level,length,count
390,1.20033,1
400,7.345575,1
410,190.71264,5
420,616.780641,19
430,2239.595715,79
440,15981.41889,462
450,784950.090653,4424
460,1722094.503874,5732
470,2677511.058248,5496
480,3852801.469602,6490
490,4830789.03067,8070
500,6022723.671155,8843
510,6567112.626582,8656
520,6911225.47798,9703
530,6987704.502815,13021
540,7640211.264687,15225
550,8655070.89233,17975
560,10103359.768354,20807
570,9414805.792816,23285
580,12558777.455007,26885
590,13081913.724964,31541
600,12493470.444809,31829
610,12142884.131598,28770
620,10760867.2296,26378
630,9597200.964709,23503
640,8060668.583525,20206
650,6805319.927895,15984
660,5678217.269125,13721
670,5026680.906789,11192
680,4554723.590788,9635
690,4014426.122595,8309
700,3718273.64627,7598
710,2510591.374684,6256
720,2795878.522724,6005
730,2593855.220604,5454
740,2569592.447004,5679
750,2484916.978084,5731
760,2457130.836309,6007
770,2277159.710165,5666
780,2113796.359768,5053
790,1722116.876155,4923
800,1368985.578655,4130
810,1288356.017441,3548
820,1180605.429074,3153
830,1047549.113008,2523
840,906726.802405,2356
850,830632.963711,2178
860,1131180.519408,1721
870,1190098.748322,1790
880,1217365.010132,1698
890,1115814.857627,1636
900,1185201.064115,1666
910,978443.02094,1448
920,855429.368692,1301
930,754762.726821,1285
940,748594.989979,955
950,698771.053034,935
960,621930.876015,769
970,468559.342022,614
980,421663.90163,508
990,258888.358706,464
1000,187737.599839,430
1010,115870.798781,335
1020,69961.294448,220
1030,52556.061263,215
1040,39609.461958,219
1050,46703.798384,160
1060,26496.212503,96
1070,17805.118832,135
1080,609.767096,21
