level,length,count
420,16.058203,1
430,2864.249101,13
440,9967.459553,58
450,279334.804817,1137
460,1008162.967053,2950
470,1521242.631604,3551
480,2095838.704291,4037
490,2843029.478342,5253
500,3554488.386142,6080
510,3967486.443801,6452
520,4300621.872193,6930
530,4893864.714275,8005
540,5463442.980248,8832
550,5938050.665674,9323
560,6533652.46709,10857
570,9229895.725882,13227
580,8471409.281747,14932
590,9165592.206706,17070
600,9704490.164388,18307
610,9128104.584733,17430
620,8618875.682684,16080
630,8022620.720628,15381
640,7174362.169759,13761
650,6246910.232798,11870
660,5306085.666583,9880
670,4402158.798346,8054
680,3637891.453493,6210
690,3084806.411347,4851
700,2769547.141333,4254
710,2461716.341156,3683
720,2261389.689986,3302
730,2136018.359137,3105
740,2008061.316963,2904
750,1996018.631767,3154
760,2004493.122762,3283
770,1900015.087687,3134
780,1794629.040547,2958
790,1724461.389076,2841
800,1643542.721102,2800
810,1579102.055356,2674
820,1355302.185308,2320
830,1228418.470997,1987
840,1095012.846355,1741
850,974301.395916,1478
860,844300.075309,1124
870,811983.91987,992
880,838471.554404,1060
890,866294.831846,1107
900,907835.800732,1281
910,908060.232911,1269
920,794357.240053,1140
930,713507.71609,1068
940,630893.572723,937
950,527632.120994,792
960,426335.874361,624
970,354721.992055,405
980,301073.709558,299
990,245789.459317,248
1000,193644.582563,219
1010,134163.892927,200
1020,81904.173334,155
1030,55333.70041,92
1040,41348.816887,86
1050,34759.012857,85
1060,23524.324126,55
1070,3175.321948,15
1080,144.706138,2
