level,length,count
20,2058537.877077,1546
40,2235826.614604,341
60,2095574.303106,231
80,2109552.432347,256
100,2093784.095478,215
120,2052972.214052,221
140,2019216.753297,180
160,1903222.018318,160
180,1876780.339309,154
200,1947925.433873,160
220,1903553.062051,174
240,1867858.147757,152
260,1834756.144162,166
280,1814800.239279,152
300,1767369.009916,151
320,1708116.61431,134
340,1649989.735465,129
360,1645128.353175,230
380,2239647.714521,851
400,3783453.949155,1517
420,5250189.885881,1543
440,5954194.141344,1888
460,6919516.480319,2392
480,8922994.813637,2847
500,9625775.035885,2852
520,9838893.19437,2751
540,8107834.420658,2752
560,9204093.999987,2606
580,8033478.780593,2282
600,8109586.56405,2100
620,7520112.615177,1803
640,6911605.767503,1550
660,6665775.641364,1392
680,5272095.648127,1298
700,4403161.133684,1235
720,3869189.383367,1030
740,3474416.458867,852
760,3195838.91695,730
780,2975288.830777,643
800,2816137.92135,574
820,2701115.011787,511
840,2710550.882718,490
860,2765415.761519,477
880,3366359.172701,638
900,3690230.26245,739
920,4432858.458089,737
940,4815530.285043,844
960,5112701.462628,888
980,5072282.647754,989
1000,5217421.040922,992
1020,5105920.15209,928
1040,5401488.174724,937
1060,5241244.42798,992
1080,5051998.669791,1126
1100,5222581.159386,1103
1120,5412449.460869,1105
1140,5540966.281001,1217
1160,5667029.733003,1203
1180,5487218.849205,1013
1200,5316023.168735,1028
1220,5175768.522557,977
1240,5030856.005026,945
1260,4942672.40745,878
1280,4956875.430758,860
1300,4573655.794489,913
1320,4598178.26306,778
1340,4259904.088418,741
1360,3697881.13501,638
1380,3496272.368904,570
1400,3307358.244143,549
1420,3119071.121747,501
1440,2990432.840686,503
1460,2824624.059456,486
1480,2627755.193354,478
1500,2483249.338987,419
1520,2367410.52409,373
1540,2578850.53564,323
1560,2508050.469789,314
1580,2333806.771015,319
1600,2225814.616207,280
1620,2101709.259025,269
1640,1900350.309692,250
1660,1779785.822926,220
1680,1583315.923228,209
1700,1519368.506286,221
1720,1446969.41484,201
1740,1361208.493007,202
1760,1260338.305818,156
1780,1197268.979525,155
1800,1137844.493477,142
1820,1072989.662045,134
1840,1016062.608938,134
1860,953438.410413,113
1880,906211.06908,123
1900,853264.488806,102
1920,810636.674581,106
1940,732152.969095,106
1960,657685.172786,93
1980,604521.654583,85
2000,580484.774277,70
2020,555641.135311,76
2040,514409.698981,72
2060,482338.18456,66
2080,451776.112341,71
2100,415788.025702,60
2120,301759.879968,63
2140,284911.666595,52
2160,336291.97667,51
2180,318206.397739,51
2200,298530.356799,44
2220,282171.902966,43
2240,271028.35551,45
2260,240632.13136,40
2280,227027.864578,39
2300,222052.92934,33
2320,207203.030971,36
2340,199581.048739,26
2360,188099.464398,28
2380,188619.456253,35
2400,179299.653764,42
2420,130354.33718,35
2440,116041.798308,36
2460,101770.471409,36
2480,90609.392181,28
2500,75750.204881,32
2520,65595.035052,33
2540,53843.788356,26
2560,44764.845964,28
2580,33309.882193,21
2600,24315.094089,17
2620,17143.925526,13
2640,11504.150419,12
2660,7034.019933,6
2680,5358.507433,5
2700,4336.189373,2
2720,3536.491288,2
2740,2841.837456,3
2760,2004.009531,2
2780,476.227154,1
2790,56.760374,1
