level,length,count
2,29830.594231,2797
4,117472.121784,6189
6,274415.526407,9990
8,555234.2861,15026
10,1255969.926936,21764
12,2352337.697105,31830
14,4540250.477238,50627
16,8089338.567952,87698
18,17683985.508459,142428
20,27042633.318822,190602
22,31288415.027372,201171
24,31070747.922722,177162
26,35096503.894916,207532
28,37003979.736095,214313
30,37959447.967348,212948
32,37367078.31171,212082
34,38890468.062854,232044
36,40300479.688741,265373
38,45181782.548799,329428
40,57520363.18401,463105
42,81528725.453558,675284
44,114951233.389826,847704
46,125974886.252859,854170
48,92058107.22501,754658
50,46490633.096289,497278
52,17312480.824424,247149
54,4815299.790499,96548
56,1144153.098482,29948
58,276741.527568,8768
60,80127.796934,2546
62,33885.573745,854
64,22547.14827,333
66,17622.629864,175
68,15250.973672,111
70,13915.763863,83
72,12512.585444,63
74,10878.809421,48
76,9935.900798,39
78,8607.863061,31
80,7987.82226,29
82,6508.643998,28
84,5193.157111,24
86,4099.098289,13
88,3535.043735,10
90,3154.21355,9
92,2558.88916,10
94,2269.196696,10
96,1871.260167,18
98,946.273494,8
100,616.828908,5
102,290.214914,4
104,59.262373,3
106,5.609895,1
108,4.18328,1
110,2.762934,1
112,1.341591,1
114,,
