level,length,count
22,24.042364,2
24,48.506498,3
26,80.425059,3
28,109.434377,4
30,136.687266,4
32,166.96864,5
34,194.765816,5
36,224.400188,5
38,255.535608,5
40,291.393829,6
42,332.533598,7
44,390.334862,9
46,569.172665,8
48,692.192421,9
50,783.666528,8
52,1123.407707,11
54,1110.336738,14
56,1236.071645,19
58,1407.239879,26
60,1682.402752,34
62,2113.855359,42
64,2540.10829,49
66,3209.1352,56
68,3931.533554,65
70,4665.385032,81
72,5670.028681,93
74,6749.382228,97
76,7672.63254,113
78,8832.734286,134
80,10675.351924,157
82,12520.684032,201
84,14808.631424,243
86,17179.109128,284
88,19809.576798,365
90,23482.442888,447
92,28228.743411,571
94,34255.14465,717
96,42941.173524,968
98,55665.160463,1300
100,74064.765532,1790
102,607889.7971,8304
104,3631883.92595,36750
106,9132388.749518,95078
108,15449102.476518,152125
110,26519968.210054,237102
112,34390812.859311,290176
114,40130650.937906,312254
116,42168791.271409,308259
118,42367399.927019,317775
120,41227544.528758,316441
122,41459183.504869,317165
124,40891145.640207,303213
126,38191014.850094,295813
128,37278368.916038,290448
130,35289823.5213,289039
132,32160845.526501,254044
134,29526663.683492,235789
136,25223562.944115,216191
138,22143551.246496,181236
140,13045533.400532,113645
142,6726344.756777,64820
144,3063148.280871,33831
146,1187199.90003,15673
148,398094.432982,6134
150,124140.466456,2379
152,47498.954091,1125
154,27197.903984,741
156,17885.981766,539
158,12381.067286,372
160,8547.84265,279
162,5988.691453,184
164,4059.653191,133
166,2734.966258,86
168,1836.529084,61
170,1135.696188,40
172,736.375611,29
174,378.644678,18
176,204.386024,11
178,116.870796,8
180,66.221932,3
182,38.618865,2
184,12.574827,1
