level,length,count
74,44.437347,1
76,93.624053,1
78,146.196275,2
80,194.59953,2
82,302.185726,3
84,499.698133,3
86,901.067235,8
88,1616.967135,14
90,2406.985005,16
92,4166.188432,33
94,9452.89429,94
96,26351.021696,225
98,84787.822869,720
100,307870.314332,2342
102,1074121.823258,6513
104,3092966.051257,14482
106,6872429.516337,25172
108,11968495.208367,38589
110,17758611.832311,53728
112,23786977.345121,66212
114,28874236.52539,75382
116,34180303.936388,84105
118,32731707.715317,91638
120,33520561.364892,94145
122,34060758.244836,96198
124,34401570.993811,98357
126,34982460.84915,97200
128,35198761.28192,92984
130,34170798.236017,88769
132,31757819.041642,83395
134,29017798.963095,77499
136,26338368.191116,69174
138,23517762.274178,60661
140,20130153.011017,52605
142,15860391.251581,44912
144,11761076.969983,36326
146,8217400.015731,27425
148,5333407.760784,20157
150,3147695.644762,13729
152,1679992.470926,8765
154,808350.615767,5046
156,370255.807658,2560
158,171684.573299,1258
160,82553.39761,622
162,40020.986455,311
164,20504.841431,159
166,12054.064455,74
168,7182.144985,39
170,5116.64315,21
172,3578.809991,18
174,2586.295895,10
176,2222.142069,9
178,1823.498907,7
180,1327.256594,8
182,960.747806,5
184,782.144292,4
186,570.348008,4
188,378.935366,2
190,212.157594,2
192,129.591231,1
194,23.983342,1
