level,length,count
20,2520232.105487,4244
40,2575550.208728,1517
60,2545337.465662,1148
80,2387807.270604,1017
100,2349533.557777,861
120,2314191.686558,906
140,2271033.777082,831
160,2145274.733461,902
180,2115756.962998,796
200,2195299.072602,850
220,2142580.706297,789
240,2108141.899331,821
260,2070381.127954,735
280,2050585.431061,763
300,2001474.297987,805
320,1934457.410732,715
340,1874819.515764,765
360,1893716.897928,1356
380,2815236.276828,4999
400,4739718.27431,6892
420,6133281.280187,4190
440,6881376.953524,4348
460,7947298.951375,6205
480,9881796.240212,5669
500,10948532.32768,5683
520,10984328.638459,5578
540,9071697.129685,5522
560,10271654.797032,5348
580,8987795.723308,4819
600,9070600.34444,4464
620,8379329.499632,3969
640,7711969.567137,3633
660,7451513.200752,3250
680,5889779.691026,3048
700,4926779.624649,2954
720,4320673.712908,2639
740,3889982.258143,2202
760,3588377.439847,2101
780,3321475.429398,1781
800,3163016.575355,1717
820,3020812.477812,1502
840,3054154.54775,1695
860,3107304.899425,1544
880,3837466.337095,2458
900,4197110.860061,2724
920,4994629.730052,2604
940,5402264.338724,2690
960,5717176.149559,2800
980,5695948.053518,2894
1000,5806190.553145,2655
1020,5681113.475457,2508
1040,5997550.018839,2467
1060,5837399.719732,2700
1080,5675909.602725,2695
1100,5887372.494307,2950
1120,6103739.980969,3164
1140,6221518.14633,3254
1160,6349256.202734,3014
1180,6099826.439176,2522
1200,5893690.577106,2376
1220,5773171.647043,2287
1240,5583043.207229,2207
1260,5458916.649564,2003
1280,5465932.42353,1938
1300,5240271.920458,1834
1320,5063511.53141,1781
1340,4688033.12754,1635
1360,4060066.479761,1443
1380,3846318.687555,1331
1400,3635166.793578,1283
1420,3421156.200958,1170
1440,3275476.243931,1103
1460,3096346.910176,1052
1480,2879289.238125,1003
1500,2722595.055571,904
1520,2590877.808777,824
1540,2824621.68728,788
1560,2742284.690247,794
1580,2552523.305635,743
1600,2433254.8046,715
1620,2300317.962311,648
1640,2098275.564808,688
1660,1949917.50197,590
1680,1737805.284117,509
1700,1666527.491987,561
1720,1590215.273421,488
1740,1494970.443827,513
1760,1384042.303422,435
1780,1310680.443246,406
1800,1246434.393287,367
1820,1177327.112028,344
1840,1114767.272595,330
1860,1037470.410628,278
1880,992461.034769,299
1900,930422.063864,237
1920,889712.747403,261
1940,805659.553036,255
1960,724808.315062,251
1980,663093.283894,217
2000,637218.440755,221
2020,607056.290128,201
2040,564294.324129,188
2060,528296.861072,175
2080,492707.723436,155
2100,451583.196889,167
2120,330284.198498,151
2140,311426.700443,146
2160,290050.706272,106
2180,347725.25497,130
2200,326439.259852,124
2220,308657.504794,141
2240,285010.874547,111
2260,261395.092701,111
2280,246648.124036,108
2300,241699.605794,110
2320,226083.189515,87
2340,217425.058641,80
2360,205751.382143,81
2380,204502.876564,97
2400,199078.910764,98
2420,183510.236888,77
2440,128423.70871,62
2460,111570.624678,65
2480,98918.439188,60
2500,82816.956601,58
2520,72637.677154,56
2540,58962.939023,46
2560,49729.21621,39
2580,36815.587539,41
2600,28007.308648,28
2620,19127.45447,19
2640,13112.059966,19
2660,7958.306952,8
2680,6128.898252,5
2700,4750.332659,4
2720,3976.448949,3
2740,3328.075542,7
2760,2571.003831,5
2780,616.167607,4
2790,228.951709,2
