level,length,count
5,156530.516925,1938
10,11704748.636104,37469
15,16003747.745617,38042
20,11418355.261046,26426
25,8691546.165935,14215
30,7498166.011981,8119
35,6835054.387453,4872
40,6561354.245908,3494
45,6231301.287812,2942
50,6169089.764991,2481
55,6056303.005886,2143
60,4456879.075983,1984
65,4343145.118185,1834
70,3909093.239562,1732
75,3815539.86669,1685
80,3776806.923522,1570
85,3701453.524173,1511
90,3640253.710073,1460
95,3562806.993621,1364
100,3503545.183484,1295
105,3455226.734282,1248
110,3398198.083144,1235
115,3338138.223949,1211
120,3307953.356735,1234
125,3262681.826328,1202
130,3201445.00436,1152
135,3135842.133773,1088
140,3077088.685882,1071
145,3014594.238681,1063
150,2962206.325235,1057
155,2923888.677107,991
160,2893186.654335,1012
165,2866200.349679,984
170,2833215.398767,942
175,2802929.275528,890
180,2769018.518221,871
185,2737935.914834,882
190,2721272.593042,897
195,2703477.193581,896
200,2700526.390105,890
205,2692914.850087,897
210,2682595.611718,899
215,2663328.212864,799
220,2648798.677681,774
225,2628610.208953,723
230,2614398.914962,771
235,2588688.728051,768
240,2571490.973385,741
245,2552480.958247,762
250,2528548.410118,737
255,2507896.448405,784
260,2488641.198515,762
265,2459420.305699,751
270,2423446.854388,729
275,2392459.772437,728
280,2359739.509564,702
285,2333853.407527,744
290,2321528.732328,767
295,2304710.023443,757
300,2270078.92559,771
305,2233637.00349,728
310,2196745.772988,668
315,2170571.75585,673
320,2147656.972878,724
325,2122792.120442,662
330,2094035.560495,659
335,2066628.055759,595
340,2041461.67628,604
345,2017622.511356,584
350,1995218.281147,610
355,1961421.8822,585
360,1932250.90296,575
365,1908627.776465,522
370,1873995.928748,528
375,1848085.472871,503
380,1828640.660282,488
385,1803477.728466,512
390,1779888.18485,496
395,1762043.309771,531
400,1746486.746665,513
405,1735486.673378,521
410,1714570.791686,522
415,1702553.029618,498
420,1691106.734556,519
425,1675852.154785,530
430,1659341.787643,470
435,1642998.091873,450
440,1628598.008167,467
445,1616597.800583,435
450,1616698.364152,446
455,1600457.933094,434
460,1588101.587718,463
465,1567702.49997,462
470,1548709.2321,461
475,1533446.367528,436
480,1519877.277793,474
485,1511353.590628,486
490,1493890.431011,483
495,1474090.964874,477
500,1446982.035832,431
505,1420805.002778,401
510,1401679.277755,396
515,1387061.859273,394
520,1378091.203943,386
525,1364916.325478,365
530,1346821.479501,401
535,1324825.786855,419
540,1305611.826932,366
545,1280406.227294,366
550,1260626.414705,351
555,1242559.567644,345
560,1224600.983033,340
565,1205252.345013,341
570,1191393.418208,365
575,1184012.042871,354
580,1183363.136721,345
585,1173935.976163,363
590,1162404.060275,338
595,1146978.018209,328
600,1135813.330766,321
605,1121669.566901,313
610,1103925.444064,294
615,1090736.16261,308
620,1077728.726618,317
625,1068214.016085,308
630,1059963.94585,284
635,1048178.723566,284
640,1033378.521858,269
645,1028927.325114,300
650,1018923.540664,280
655,1010940.440361,260
660,1001521.631653,295
665,995584.952007,292
670,990253.171757,280
675,984515.142668,271
680,980376.784517,294
685,972023.656683,289
690,956676.334712,277
695,945358.142218,270
700,934808.119036,278
705,920378.489513,269
710,902078.060862,278
715,886892.079266,284
720,871835.052467,240
725,858021.536909,255
730,846388.052677,288
735,834798.050649,275
740,814824.726959,231
745,804902.675917,241
750,793864.595853,238
755,784268.046123,242
760,773254.417367,242
765,770243.007758,248
770,765284.380715,246
775,753915.750763,242
780,744603.59081,245
785,734561.050012,257
790,729985.348807,277
795,722198.713775,251
800,708076.114288,275
805,694894.526997,283
810,683932.796799,271
815,667622.219629,247
820,650866.858985,297
825,635593.153249,285
830,621628.197171,307
835,604664.190821,291
840,584179.925663,259
845,565030.07658,254
850,543027.596545,250
855,524970.813646,233
860,508031.711319,259
865,485209.306708,239
870,467071.560271,216
875,453878.003465,211
880,435977.275993,203
885,418573.300781,195
890,403721.620547,184
895,389759.424745,166
900,375154.515559,161
905,362156.599717,167
910,345879.623031,154
915,330461.511526,141
920,320121.820963,127
925,308669.969031,139
930,295976.31886,135
935,283718.84852,119
940,275583.015648,112
945,263493.123139,95
950,255685.934796,88
955,248208.241257,94
960,240228.409523,78
965,233456.897776,79
970,229363.701557,87
975,221986.434032,93
980,215441.441082,80
985,210110.480629,89
990,204235.756325,86
995,198173.728881,84
1000,190732.694674,84
1005,184458.726764,64
1010,179110.27684,60
1015,174212.079813,59
1020,170870.376861,58
1025,165892.414098,59
1030,159360.960652,60
1035,153888.069206,63
1040,148011.36874,62
1045,143590.016705,64
1050,139178.61745,56
1055,136894.891043,47
1060,134197.140382,45
1065,131948.432167,51
1070,128670.484967,46
1075,124927.055106,55
1080,121299.868831,56
1085,116836.123693,47
1090,112098.484843,51
1095,106596.858647,50
1100,100761.534306,51
1105,96956.058872,49
1110,92537.984252,49
1115,88548.786422,47
1120,83985.325071,52
1125,79581.107879,47
1130,76890.303129,38
1135,73919.01665,49
1140,68799.616779,45
1145,66141.861354,37
1150,62398.402864,42
1155,59046.816081,46
1160,55000.120327,41
1165,50372.349792,36
1170,46715.423612,31
1175,44436.019352,44
1180,40269.486377,35
1185,37501.767831,36
1190,33818.46131,39
1195,29079.527264,37
1200,24810.033586,26
1205,21198.543632,25
1210,18777.540764,19
1215,15270.902793,20
1220,12918.478156,19
1225,10033.193637,17
1230,7691.913934,11
1235,6484.744323,8
1240,5529.243328,6
1245,4889.95726,4
1250,4790.144819,8
1255,3038.714189,7
1260,1886.705532,6
1265,928.338955,4
1270,470.474754,1
1275,379.145672,1
1280,269.725699,1
1285,18.003917,2
