level,length,count
5,7300794.889028,13799
10,6130729.673773,6978
15,5429940.204535,3979
20,5439521.225618,2499
25,5564835.554894,1943
30,5669909.109122,1630
35,5466695.799418,1318
40,5506345.33723,1195
45,5465088.084459,1104
50,3702486.32859,961
55,3541647.738887,950
60,3539610.407094,899
65,3556616.501569,909
70,3558893.946727,864
75,3522160.77249,854
80,3491574.984529,809
85,3456504.198045,802
90,3400948.065284,799
95,3361132.181694,761
100,3307364.021609,733
105,3249747.986865,682
110,3196156.986845,650
115,3138567.115778,649
120,3094010.404819,604
125,3062127.8925,636
130,3014822.219932,618
135,2964752.036388,598
140,2908499.273701,595
145,2860085.752728,576
150,2818679.776704,581
155,2778002.224911,566
160,2737261.793773,532
165,2697462.302571,542
170,2673220.115823,513
175,2654871.456601,484
180,2626937.301265,477
185,2601173.883623,458
190,2582972.811995,453
195,2567364.520239,466
200,2551773.741023,483
205,2540751.528242,476
210,2525461.48761,458
215,2518176.711953,443
220,2520084.032183,445
225,2500859.766477,388
230,2483328.089551,438
235,2473084.074733,453
240,2449733.890032,410
245,2430975.320298,434
250,2410801.075408,459
255,2390935.664567,445
260,2366226.834812,474
265,2341221.716873,439
270,2311473.869089,453
275,2283126.797959,420
280,2254192.422261,411
285,2224108.573,438
290,2192317.91746,434
295,2172461.162201,462
300,2152615.572392,482
305,2123685.392681,467
310,2092690.212192,422
315,2065674.951528,406
320,2050284.762069,451
325,2027306.325025,416
330,2008115.716424,397
335,1986848.975281,397
340,1959307.252921,380
345,1937987.53644,383
350,1909896.383174,380
355,1887200.706035,359
360,1863807.775128,344
365,1840778.048773,345
370,1812622.955396,351
375,1790501.687829,338
380,1762960.060705,328
385,1741129.533634,323
390,1714798.519346,321
395,1695690.113693,331
400,1681500.680932,347
405,1657908.606956,332
410,1644452.907778,328
415,1630969.10314,324
420,1615065.80291,330
425,1605129.162514,309
430,1589401.454627,298
435,1577604.246853,291
440,1568555.101493,296
445,1559382.617095,295
450,1554828.335587,321
455,1545022.626855,308
460,1534634.367811,333
465,1517849.779226,330
470,1500157.852967,306
475,1487114.838879,317
480,1478656.099915,315
485,1464890.383733,304
490,1452815.241371,322
495,1434765.477056,319
500,1417811.26202,324
505,1397631.135045,309
510,1375865.486895,287
515,1359316.068738,250
520,1341378.208599,255
525,1325882.007707,252
530,1314927.326722,268
535,1301287.986049,270
540,1279152.84366,267
545,1261884.126289,271
550,1237954.231839,265
555,1218107.730753,250
560,1202439.170453,236
565,1185968.288716,247
570,1167020.355581,244
575,1152924.785343,234
580,1147116.549498,214
585,1138705.015436,219
590,1133086.8392,226
595,1121998.667521,243
600,1105526.14727,218
605,1093236.455572,229
610,1078143.883959,224
615,1068235.576314,209
620,1057103.94222,212
625,1039357.325254,203
630,1026267.917881,187
635,1018035.570237,185
640,1004924.327363,188
645,994088.567379,187
650,988673.466409,192
655,980366.189694,188
660,970705.236731,192
665,961486.718319,187
670,948599.756095,171
675,945332.929159,180
680,942834.548301,172
685,937149.609573,175
690,933374.796112,180
695,924376.248851,206
700,912471.844851,191
705,902652.204058,206
710,890521.475955,199
715,877972.098757,196
720,864276.368394,203
725,847315.826646,197
730,829919.301904,182
735,814076.818279,187
740,798849.556213,170
745,785347.532463,173
750,774782.385313,158
755,765903.649531,179
760,758177.242539,167
765,750009.87413,166
770,744655.319899,156
775,736622.839052,161
780,729129.775294,170
785,722361.364432,176
790,713851.428611,201
795,704564.402392,182
800,697094.656728,166
805,688264.776803,167
810,674467.660572,171
815,662974.819952,185
820,644160.535393,182
825,628070.742767,205
830,610554.050492,191
835,597031.596908,195
840,580496.753688,197
845,560683.467573,186
850,540548.207008,180
855,520567.883105,171
860,500437.357004,162
865,484679.441158,156
870,464306.510317,152
875,445208.962134,144
880,431645.865233,128
885,417427.651192,136
890,398042.352743,117
895,383543.028415,118
900,370641.830767,110
905,358841.343232,104
910,343903.955902,106
915,331496.425317,93
920,317263.418081,92
925,305293.064111,93
930,294780.452933,84
935,283806.076821,76
940,272895.396455,76
945,262760.533973,75
950,254265.074058,57
955,247409.246052,63
960,240047.735094,63
965,230933.944564,56
970,224093.263502,55
975,218720.413829,66
980,212523.456992,54
985,206274.07134,55
990,201379.409245,53
995,195524.210618,51
1000,189263.782846,53
1005,182617.873008,48
1010,177571.250002,52
1015,172486.024947,43
1020,167011.323283,39
1025,162052.100562,34
1030,156384.73887,38
1035,150970.408307,36
1040,145415.720589,37
1045,140740.233628,42
1050,136519.315967,41
1055,133122.372655,40
1060,129883.332986,36
1065,126967.160142,34
1070,124485.811829,30
1075,121407.880531,31
1080,119335.116773,36
1085,114741.175837,34
1090,110154.921421,35
1095,105298.194835,34
1100,100244.189728,35
1105,95235.794549,37
1110,91034.608596,33
1115,87859.271159,36
1120,83531.992507,34
1125,79520.623676,38
1130,75439.832736,31
1135,71757.415233,26
1140,69235.533248,29
1145,66618.130788,30
1150,63353.478742,28
1155,59422.891219,26
1160,56455.444178,27
1165,52212.238536,32
1170,48714.031079,28
1175,45768.707956,25
1180,41810.093402,28
1185,38862.392326,25
1190,35808.287784,22
1195,32729.723512,24
1200,28168.609896,25
1205,23652.981799,21
1210,20257.045303,18
1215,17715.609004,18
1220,15182.310845,16
1225,11733.356973,17
1230,8601.488754,8
1235,7114.642082,7
1240,6158.69491,5
1245,5457.93262,5
1250,4647.516082,4
1255,3947.058885,4
1260,2957.854522,4
1265,2069.19,5
1270,992.706427,3
1275,525.613151,1
1280,431.983623,1
1285,332.070256,1
1290,174.580352,1
