level,length,count
20,9049.213663,146
40,14047702.270039,23524
60,9937221.662698,27141
80,3550801.599014,6694
100,1410263.819554,1991
120,902459.052816,576
140,894516.875354,243
160,779332.569533,164
180,689555.842999,133
200,631090.076197,100
220,587676.604187,86
240,557755.326528,77
260,504749.354087,68
280,504049.279849,69
300,495780.214236,78
320,479349.019206,61
340,486780.120199,70
360,483337.944502,86
380,466412.244316,74
400,458397.897549,72
420,443075.732781,68
440,432547.208067,76
460,420124.250668,87
480,402622.12465,84
500,395852.537435,100
520,400384.98546,106
540,411190.412026,108
560,390589.825917,103
580,381962.597412,99
600,376226.250516,113
620,375924.329238,104
640,376077.979505,114
660,391924.062096,114
680,405049.563986,113
700,405073.039778,134
720,444384.47385,156
740,478488.042018,141
760,515041.765705,168
780,593338.894123,195
800,663736.161598,232
820,832553.872595,259
840,759381.480632,256
860,571258.29756,248
880,448612.33864,203
900,355329.563442,154
920,315738.057646,121
940,295291.991427,106
960,276930.496893,89
980,268422.971198,84
1000,269634.274628,91
1020,267895.56926,86
1040,284665.864051,114
1060,334070.679142,86
1080,380057.26612,98
1100,382726.242188,148
1120,365136.980604,108
1140,327683.992772,97
1160,281753.715095,67
1180,246648.950189,55
1200,220047.67208,57
1220,209282.823569,39
1240,222728.605871,66
1260,143098.825139,49
1280,105691.309984,12
1300,67387.7553,32
1320,80912.076412,17
1340,64749.56961,15
1360,54083.121909,13
1380,51368.228959,7
1400,45888.148458,7
1420,40813.443539,7
1440,38515.796186,4
1460,35362.69753,6
1480,33560.970361,6
1500,25516.570696,7
1520,18594.614454,10
1540,13462.941571,6
1560,10370.51424,6
1580,9244.056265,8
1600,8032.937487,6
1620,7818.320194,8
1640,7293.085331,7
1660,4194.811805,6
1680,2770.159738,2
1700,1570.762338,2
1720,1299.702341,2
1740,1217.940966,2
1750,477.023282,3
