level,length,count
5,13585417.012878,79554
10,11289349.624349,51963
15,9379281.464125,31975
20,8853821.137847,22429
25,8571065.222536,16735
30,8112012.05852,12779
35,7930012.359243,9965
40,7638100.44092,7863
45,7552161.283213,6422
50,7499655.80797,5563
55,7281229.292745,4947
60,7239235.830184,4402
65,7298958.267692,4079
70,7111025.174915,3914
75,7042761.042451,3697
80,6865797.274063,3448
85,6762013.080288,3335
90,6589645.01279,3218
95,6396344.00636,3031
100,6333111.721428,3070
105,6300778.946549,2869
110,6212732.2804,2818
115,6064715.371863,2865
120,6052732.017567,2796
125,6008743.029251,2661
130,5905685.365586,2580
135,5766500.131644,2502
140,5686882.243238,2413
145,5600608.615076,2467
150,5471753.913604,2506
155,5415961.488701,2490
160,5378565.579269,2457
165,5322894.441002,2543
170,5257196.61454,2464
175,5243958.27911,2322
180,5238551.51453,2458
185,5120902.444192,2421
190,5088404.320263,2433
195,5077853.07117,2437
200,5063982.220862,2455
205,4988932.406556,2408
210,4966920.770258,2322
215,4866620.898428,2250
220,4862711.282443,2153
225,4721033.491451,2124
230,4720186.585826,2191
235,4713057.119981,2047
240,4618150.841443,2057
245,4423144.325971,2015
250,4405255.58002,2048
255,4374461.074852,2011
260,4209659.392539,1906
265,4166456.082067,1970
270,4195127.105334,1890
275,4098565.928743,1792
280,3986510.689499,1752
285,4071920.843891,1802
290,4064625.862923,1845
295,4091740.169175,1969
300,4103554.402271,1830
305,4037609.651828,1771
310,3934340.669711,1758
315,3925735.915816,1678
320,3858998.609533,1609
325,3821555.772465,1715
330,3785636.205929,1676
335,3762659.320775,1576
340,3713057.798393,1538
345,3685151.707507,1517
350,3730961.986152,1384
355,3678785.038544,1343
360,3647352.247814,1316
365,3606892.601585,1307
370,3587101.183309,1359
375,3523032.50195,1370
380,3476794.144757,1375
385,3470807.507363,1329
390,3440096.210672,1287
395,3423114.178882,1316
400,3402068.022407,1340
405,3410716.034227,1417
410,3333755.034421,1394
415,3321452.979947,1324
420,3288185.275933,1364
425,3268311.755229,1294
430,3241094.782355,1292
435,3231131.783585,1229
440,3151336.469591,1166
445,3144260.367009,1174
450,3133934.004899,1211
455,3122627.38473,1198
460,3106115.518833,1149
465,3074085.511426,1143
470,3065055.7039,1153
475,3071495.054011,1092
480,3021381.853629,1148
485,2991478.367773,1073
490,2964570.123106,1108
495,2963043.395841,1097
500,2931732.162423,1098
505,2921336.433114,1020
510,2886771.414152,1033
515,2864518.286925,953
520,2857586.57086,974
525,2802704.147486,965
530,2795354.400164,983
535,2767389.851584,933
540,2760512.907308,954
545,2740289.776248,958
550,2643541.666336,941
555,2613284.819746,897
560,2585614.840904,901
565,2554181.833084,870
570,2539335.991983,870
575,2512134.654048,804
580,2499990.600545,801
585,2486455.238358,802
590,2476298.730834,810
595,2357896.772771,820
600,2317605.446682,817
605,2303238.072311,819
610,2278888.216969,802
615,2272367.553015,787
620,2240731.835318,735
625,2218471.617175,769
630,2188020.951401,724
635,2141739.55945,728
640,2123616.035539,639
645,2102841.889317,659
650,2082319.761594,613
655,2081639.779595,643
660,2067715.397289,652
665,2005396.603754,649
670,1998731.025026,621
675,2002577.634023,604
680,1996217.055234,607
685,1969770.972839,595
690,1953919.620528,578
695,1928229.868828,611
700,1908331.503704,624
