 0.000000 139.884483
 28.905729 131.883755
 57.811457 131.883028
 86.717186 126.882614
 115.623070 121.881887
 144.528955 115.881473
 173.434840 107.880746
 202.340724 107.880746
 231.246609 99.880018
 260.152493 98.879605
 289.058377 112.878877
 317.964418 112.878464
 346.870458 119.877736
 375.776499 127.877422
 404.682539 126.877009
 433.588579 136.876281
 462.494619 136.875868
 491.400660 145.875140
 520.306856 144.874726
 549.213052 132.873999
 578.119248 132.873999
 607.025444 124.873271
 635.931640 120.872858
 664.837837 120.872130
 693.744033 122.871717
 722.650385 122.870989
 751.556737 120.870676
 780.463089 121.870262
 809.369441 121.869535
 838.275793 121.869121
 867.182144 108.868394
 896.088496 104.867980
 924.995004 82.867666
 953.901512 88.867253
 982.808020 82.866525
 1011.714528 84.866112
 1040.621035 87.865384
 1069.527543 88.864970
 1098.434207 87.864243
 1127.340870 92.863930
 1156.247534 88.863516
 1185.154198 93.862789
 1214.060861 94.862375
 1242.967525 103.861648
 1271.874188 97.861234
 1300.781008 105.860920
 1329.687827 102.860506
 1358.594647 104.859779
 1387.501466 99.859365
 1416.408285 95.858638
 1445.315105 85.858224
 1474.221924 79.857911
 1503.128899 63.857184
 1532.035875 50.856770
 1560.942850 22.856043
 1589.849825 0.855629
 1618.756800 *
 1647.663776 *
 1676.570751 *
 1705.477882 *
 1734.385013 *
 1763.292144 *
 1792.199275 *
 1821.106406 *
 1850.013537 7.851166
 1878.920824 34.850439
 1907.828111 59.850024
 1936.735398 87.849298
 1965.642685 99.848883
 1994.549972 111.848156
 2023.457258 111.848156
 2052.364545 116.847430
 2081.271988 120.847015
 2110.179431 120.846288
 2139.086873 120.845874
 2167.994316 120.845147
 2196.901759 119.844733
 2225.809201 120.844420
 2254.716644 118.843694
 2283.624243 116.843279
 2312.531841 115.842553
 2341.439440 112.842138
 2370.347038 107.841411
 2399.254637 107.841411
 2428.162235 102.840685
 2457.069833 97.840270
 2485.977588 92.839544
 2514.885342 88.839129
 2543.793096 86.838402
 2572.700851 86.838402
 2601.608605 83.837676
 2630.516359 77.836949
 2659.424114 77.836535
 2688.332024 76.835808
 2717.239934 78.835393
 2746.147844 74.834667
 2775.055754 74.834667
 2803.963664 72.833940
 2832.871574 72.833526
 2861.779640 71.832799
 2890.687706 71.832384
 2919.595772 71.831658
 2948.503838 71.831658
 2977.411904 63.830931
 3006.319970 61.830205
 3035.228036 63.829790
 3064.136258 64.829064
 3093.044479 62.828649
 3121.952701 61.828337
 3150.860923 62.827923
 3179.769145 68.827196
 3208.677366 73.826781
 3237.585588 79.826055
 3266.493966 83.825640
 3295.402343 80.824914
 3324.310721 80.824914
 3353.219098 77.824188
 3382.127476 74.823461
 3411.035853 71.823046
 3439.944231 62.822320
 3468.852764 62.821905
 3497.761298 57.821594
 3526.669831 56.821179
 3555.578364 54.820453
 3584.486898 54.820038
 3613.395431 56.819312
 3642.304120 57.818897
 3671.212810 57.818585
 3700.121499 56.818170
 3729.030188 56.817444
 3757.938877 56.816718
 3786.847566 55.816303
 3815.756255 52.815577
 3844.665100 54.815162
 3873.573945 55.814851
 3902.482790 58.814436
 3931.391635 65.813710
 3960.300480 66.813295
 3989.209325 77.812568
 4018.118170 77.812153
 4047.027171 82.811842
 4075.936172 83.811116
 4104.845173 79.810701
 4133.754173 78.809975
 4162.663174 71.809560
 4191.572175 68.808834
 4220.481176 68.808834
 4249.390332 62.808108
 4278.299489 57.807693
